Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std
Copepoda,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,1596484088.142202,0.003862232203124933,0.0006964949179988996,1450.068963877236,0.0003074623452933604,6.360386576093075e-05
Copepoda,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,3198238305.1719217,0.0017868893845374772,0.0015023445849700787,1827.9770239256288,0.00013768982671545898,0.00011951277203243356
Copepoda,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,6368819972.300732,0.0008850796195722382,0.0003044548038557566,2299.7825984209894,6.17208729229696e-05,2.4071222769605948e-05
Copepoda,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,12713151508.920866,0.00044842918140126545,,2895.6864471140507,3.307227175481778e-05,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,1596484088.142202,0.00989531543501675,0.0019487991684760772,1450.068963877236,0.0007819646479681072,0.00016950709961379248
Cyanophyceae,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,3198238305.1719217,0.01194659557329202,0.009018903717941455,1827.9770239256288,0.000867635958779975,0.0006354725574551938
Cyanophyceae,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,6368819972.300732,0.009590704853745899,0.006248237351467902,2299.7825984209894,0.0007283313624537702,0.00046006242172043214
Cyanophyceae,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,12713151508.920866,0.0022012408733263857,0.001374289983045053,2895.6864471140507,0.00015967874530481646,0.00010889170909741077
Marine_snow,0.955076052352317,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,1596484088.142202,0.07703071452579562,0.046829930883311686,1450.068963877236,0.006241593656842098,0.003842733556389569
Marine_snow,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,1596484088.142202,0.021099824757356944,,1450.068963877236,0.001839180634366475,
Marine_snow,0.955076052352317,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,3198238305.1719217,0.054426070010160935,0.03549154267031495,1827.9770239256288,0.0041631229505736484,0.0027315265977258312
Marine_snow,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,3198238305.1719217,0.016603516363742354,,1827.9770239256288,0.0013027103187975273,
Marine_snow,0.955076052352317,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,6368819972.300732,0.025985671330202992,0.016466830554325646,2299.7825984209894,0.0018946953884690229,0.0011623373677491161
Marine_snow,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,6368819972.300732,0.007691794216570568,,2299.7825984209894,0.0005075849221389326,
Marine_snow,0.955076052352317,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,12713151508.920866,0.009503048616084555,0.005390650118364453,2895.6864471140507,0.0006448958333102517,0.00036245818454897134
Marine_snow,0.955076052352317,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,25468270205.310867,0.0029363167081712356,0.000798649220827301,3650.3424496887937,0.00019409911984715107,5.847411228549744e-05
Marine_snow,0.955076052352317,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,50950559778.40595,0.0015079791507381871,,4599.565196841983,8.593393367735043e-05,
Rhizaria_others,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,3198238305.1719217,0.004362766014408004,,1827.9770239256288,0.0003381275712621658,
Rhizaria_others,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,6368819972.300732,0.002578912772921218,,2299.7825984209894,0.00018773978189874266,
Rhizaria_others,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,12713151508.920866,0.0005903122473120407,,2895.6864471140507,4.134033969352222e-05,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,1596484088.142202,0.0062560688226481875,,1450.068963877236,0.0004804990777327728,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,3198238305.1719217,0.004371150118704248,,1827.9770239256288,0.00034830360102586526,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,6368819972.300732,0.002211049011123449,,2299.7825984209894,0.00018418081460469846,
Marine_snow,0.984251968503937,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,1596484088.142202,0.025381953265329448,,1450.068963877236,0.0021355514565901015,
Marine_snow,0.984251968503937,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,3198238305.1719217,0.006566741056709914,,1827.9770239256288,0.00044781891560468387,
Marine_snow,0.984251968503937,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,6368819972.300732,0.002462080401246721,,2299.7825984209894,0.00018418081460469846,
Marine_snow,0.984251968503937,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,12713151508.920866,0.004338801522464334,,2895.6864471140507,0.00025550692235722073,
Marine_snow,0.9830508474576272,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,1596484088.142202,0.04860019793147548,,1450.068963877236,0.004030212708876839,
Marine_snow,0.9830508474576272,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,3198238305.1719217,0.02276915269711007,,1827.9770239256288,0.0018167515829509134,
Marine_snow,0.9830508474576272,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,6368819972.300732,0.0059283631172868155,,2299.7825984209894,0.0004331932759502507,
Marine_snow,0.9830508474576272,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,12713151508.920866,0.0012360405081504786,,2895.6864471140507,9.538925101336243e-05,
Rhizaria_others,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,1596484088.142202,0.0007990062052175721,,1450.068963877236,7.17545289414274e-05,
Rhizaria_others,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,6368819972.300732,0.0006813956436347876,,2299.7825984209894,4.125650247145245e-05,
Collodaria_others,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,1,6368819972.300732,0.0024572868324851164,,2299.7825984209894,0.00017750330916469333,
Collodaria_others,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,1,25468270205.310867,0.0021852354725963585,,3650.3424496887937,0.00015164407112799554,
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,1,1596484088.142202,0.003388259075868377,,1450.068963877236,0.00027973166534675726,
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,1,3198238305.1719217,0.002407626948476771,,1827.9770239256288,0.00018249440173510905,
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,1,6368819972.300732,0.001554461027105329,,2299.7825984209894,0.00012062740477478378,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,2,3198238305.1719217,0.016100286130116596,0.0008634230600687001,1827.9770239256288,0.0011660108284168285,4.6430476138577073e-05
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,2,6368819972.300732,0.01004709962488087,0.002360180296510822,2299.7825984209894,0.0007383623489279774,0.00016560549264575284
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,2,12713151508.920866,0.001706217787536129,0.0006086650930244278,2895.6864471140507,0.00013312420864442604,4.3894515446472136e-05
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,1596484088.142202,0.055677777470818424,0.017887330861606494,1450.068963877236,0.004487635930440611,0.0015050751088481248
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,3198238305.1719217,0.04265027452607986,0.010868714681049756,1827.9770239256288,0.0032269934105189626,0.0007745626699526538
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,6368819972.300732,0.016026362093434266,0.006321076640708731,2299.7825984209894,0.0011513865866378866,0.0004471527545595107
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,12713151508.920866,0.009617980724463054,0.00307787962726708,2895.6864471140507,0.000663661017082174,0.00020617029118848507
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,2,25468270205.310867,0.002794153899327069,0.0009664623124096682,3650.3424496887937,0.0001840855489398876,6.0292604711810524e-05
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,1,50950559778.40595,0.0017619472011993033,,4599.565196841983,0.00011489044154141136,
Marine_snow,0.9944994499449945,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,1596484088.142202,0.07152216927518018,0.028300180592995904,1450.068963877236,0.005901648098655381,0.0021282846545931907
Marine_snow,0.9944994499449945,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,3198238305.1719217,0.035799090468922094,0.03201612474342496,1827.9770239256288,0.0028170262612029944,0.0024385412888002006
Marine_snow,0.9944994499449945,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,6368819972.300732,0.01652715986571085,0.006898357828317099,2299.7825984209894,0.0012175234497465693,0.0004705558916877415
Marine_snow,0.9944994499449945,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,12713151508.920866,0.004930513490260361,0.0008611314897051546,2895.6864471140507,0.0003739987209012529,3.2955341027460054e-05
Marine_snow,0.9944994499449945,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,25468270205.310867,0.0020524379409813773,,3650.3424496887937,0.00011169726757365831,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,6368819972.300732,0.002775375063434673,,2299.7825984209894,0.00016447660032962105,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,12713151508.920866,0.00147224190565384,,2895.6864471140507,9.607243275741515e-05,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,25468270205.310867,0.0016335699166500697,,3650.3424496887937,0.00010353746718510814,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,50950559778.40595,0.0011122780161504473,,4599.565196841983,6.183718303911953e-05,
Collodaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,6368819972.300732,0.00043924994546129525,,2299.7825984209894,3.090987732543003e-05,
Collodaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,12713151508.920866,0.0004160803591372216,,2895.6864471140507,2.4502901495577844e-05,
Collodaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,25468270205.310867,0.00031941135719703017,,3650.3424496887937,1.886202113137628e-05,
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,1596484088.142202,0.0018406137292107216,0.00041908101976645244,1450.068963877236,0.00013906750077364173,3.013530024082147e-05
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,3198238305.1719217,0.0012699308552421773,0.00019856152880965227,1827.9770239256288,9.515422236733802e-05,6.3520544318104124e-06
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,6368819972.300732,0.0007899830128065286,6.800463250517217e-05,2299.7825984209894,5.751801644875736e-05,1.611617392238835e-07
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,1596484088.142202,0.019895473350785606,,1450.068963877236,0.0017100600416160116,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,3198238305.1719217,0.008852153546458323,0.0028127725374419827,1827.9770239256288,0.0006386515000916639,0.00021331476294718382
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,6368819972.300732,0.007970316796737454,0.003441516042792142,2299.7825984209894,0.0005786506018318551,0.00025473557485997534
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,12713151508.920866,0.0019442859131440719,0.00019692487153857697,2895.6864471140507,0.0001357062598808923,1.333272075255655e-05
Foraminifera,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,3198238305.1719217,0.00030042199323729,,1827.9770239256288,2.3858589895826005e-05,
Foraminifera,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,12713151508.920866,0.0002855389925776481,,2895.6864471140507,2.0419084579648205e-05,
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,1596484088.142202,0.07807165131273454,0.06633801127324285,1450.0689638772358,0.0063754563867799785,0.005379443482935122
Marine_snow,1.0,2008,08,North Pacific Ocean,24.5,-157.5,3.0,201.0,1,1596484088.142202,0.06737264627894211,,1450.068963877236,0.005664962289760805,
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,3198238305.1719217,0.04824591952164236,0.03870372472636047,1827.9770239256288,0.003722935196416593,0.003002679921381929
Marine_snow,1.0,2008,08,North Pacific Ocean,24.5,-157.5,3.0,201.0,1,3198238305.1719217,0.02640866424053462,,1827.9770239256288,0.0020886612388003024,
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,6368819972.300732,0.023507789443400665,0.018275137614121813,2299.7825984209894,0.0017094620192118508,0.0013272381855013984
Marine_snow,1.0,2008,08,North Pacific Ocean,24.5,-157.5,3.0,201.0,1,6368819972.300732,0.005720033635086639,,2299.7825984209894,0.0004295166137366649,
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,12713151508.920866,0.008131244297787948,0.006076890675203347,2895.6864471140507,0.0005625971204166147,0.000430190223386106
Marine_snow,1.0,2008,08,North Pacific Ocean,24.5,-157.5,3.0,201.0,1,12713151508.920866,0.003762031887107831,,2895.6864471140507,0.0002979258950306294,
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,3,25468270205.310867,0.0032261952573900197,0.0021022732958924425,3650.342449688794,0.00019831054420709545,0.00013086393285762784
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,50950559778.40595,0.0011149968123441768,6.150209693701254e-05,4599.565196841983,6.771837035650648e-05,8.31725486710528e-06
Marine_snow,0.9682629640124681,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,101705212071.36678,0.00029988829085994436,,5791.372894228102,1.6206638170980596e-05,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,12713151508.920866,0.0022474134006698044,,2895.6864471140507,0.00015262581645232213,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,25468270205.310867,0.0011408111415222503,,3650.3424496887937,6.266101725434304e-05,
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,50950559778.40595,0.00036784130756815816,,4599.565196841983,2.4256262626315673e-05,
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,3198238305.1719217,0.004338196883953065,,1827.9770239256288,0.0003218605481485618,
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,6368819972.300732,0.0021703466103941745,,2299.7825984209894,0.00015184321551936546,
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,12713151508.920866,0.0003788196335867887,,2895.6864471140507,2.7005925839532305e-05,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,1596484088.142202,0.005033155685085053,,1450.068963877236,0.00038943311685931607,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,3198238305.1719217,0.00435148801566368,0.0005090572538881636,1827.9770239256288,0.00030494243955666737,2.7706504210990267e-05
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,6368819972.300732,0.0037108290703151132,0.00045160367711832806,2299.7825984209894,0.00026983457438813785,3.084830123180877e-05
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,12713151508.920866,0.0010566093899668212,0.00033988951640696175,2895.6864471140507,7.820329786533588e-05,2.686224619411633e-05
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,4,1596484088.142202,0.007883159252297984,0.002457214593404592,1450.068963877236,0.0006157098415256758,0.00019917863921364046
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,4,3198238305.1719217,0.005642138182674789,0.002703310303660919,1827.9770239256288,0.0004326854531391611,0.00021149229129519562
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,4,6368819972.300732,0.002833330397054817,0.0008109129155140827,2299.7825984209894,0.00020787115944997697,6.281775155795924e-05
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,12713151508.920866,0.001144937572724684,0.0002696904016159391,2895.6864471140507,8.020184700916788e-05,1.8916102066073495e-05
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,25468270205.310867,0.0011477576914532327,,3650.3424496887937,6.926060057837213e-05,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,1,3198238305.1719217,0.010893052937887995,,1827.9770239256288,0.0007631064811208316,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,1,6368819972.300732,0.007407265105719961,,2299.7825984209894,0.0006052890620811686,
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,1,12713151508.920866,0.004550461637573167,,2895.6864471140507,0.00027989803701103995,
Marine_snow,0.9516908212560387,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,1596484088.142202,0.03047722941713828,0.007185296929782196,1450.068963877236,0.0025678251997086413,0.0006695084482558977
Marine_snow,0.9516908212560387,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,3198238305.1719217,0.019897164301990365,0.0028611126971959896,1827.9770239256288,0.0016041082447778902,0.00019818101645978025
Marine_snow,0.9516908212560387,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,6368819972.300732,0.009049724681093847,0.00011428087823670117,2299.7825984209894,0.0006665511701595823,1.5303704041452388e-05
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,2.0,201.0,1,50950559778.40595,0.007425515792184445,,4599.565196841983,0.0004116687391935935,
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,101705212071.36678,0.009911583876327216,0.004418411414126711,5791.372894228102,0.000521395176296783,0.00019893331174803262
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,203373568902.34256,0.007998398694109825,0.0019811284807214366,7296.231904209181,0.0003744328931912339,0.0001023694790795537
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,405676930955.3644,0.005863331564711332,,9184.60668727845,0.0002608281112962778,
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,811277605399.709,0.0025494407110012336,,11571.516754514067,9.828346417951249e-05,
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,6368819972.300732,0.008243786371897568,0.0009938027012989243,2299.7825984209894,0.0005406569308730221,7.369312615926682e-05
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,12713151508.920866,0.006045785626692118,,2895.6864471140507,0.0003026376659523496,0.00013725986820986176
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,25468270205.310867,0.005660191511095059,0.0025965693828587247,3650.3424496887937,0.00037542206562755595,0.00017284113364376646
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,50950559778.40595,0.0055585553972240095,,4599.565196841983,0.0003281053107059039,
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,1596484088.142202,0.056140562959772274,,1450.068963877236,0.004836737704344662,
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,3198238305.1719217,0.017565048687372683,,1827.9770239256288,0.0014619816910529904,
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,1,6368819972.300732,0.001172632852785918,,2299.7825984209894,9.395154262287863e-05,
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,1,50950559778.40595,0.06595451365458248,,4599.565196841983,0.0034492950539174298,
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,6,101705212071.36678,0.09138642953721281,0.08781452796670254,5791.372894228102,0.004588651900597085,0.004476328621590014
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,7,203373568902.34256,0.054099386057428096,0.04781780116615184,7296.231904209181,0.002596450394224978,0.0023479541108482214
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,7,405676930955.3644,0.036712198632046125,0.03269199209866034,9184.60668727845,0.0016434243915871506,0.0014684506043447247
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,4,811277605399.709,0.017271315508085083,0.020786740773026367,11571.516754514067,0.0006744746466873083,0.0007825819291095817
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,2,1629969293139.8965,0.013977833022067267,0.017636272094944876,14601.369798755179,0.00043308019611823875,0.0004456683281859757
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,60.0,1,3251361246013.218,0.011735536569858528,,18380.42436942086,0.0003887812677904874,
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,201.0,3,6368819972.300732,0.010673148960237458,0.006603413994770303,2299.7825984209894,0.0006886241882729672,0.00042468155189056444
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,201.0,3,12713151508.920866,0.009394464483710048,0.007404540742022434,2895.6864471140507,0.0006319321918671749,0.0005531225779774216
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,201.0,2,25468270205.310867,0.007857679539372305,0.00695216069138831,3650.342449688794,0.0004023558755295242,0.00036871586304752335
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,201.0,2,50950559778.40595,0.0032324967785887283,0.00217760241571457,4599.565196841983,0.00017855244647084037,0.00010688071711846317
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,3,1596484088.142202,0.3157205384208138,0.42080821293444026,1450.0689638772358,0.02801549882232558,0.03775165650598328
