Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,NBSS_slope_mean,NBSS_slope_std,NBSS_intercept_mean,NBSS_intercept_std,NBSS_r2_mean,NBSS_r2_std,PSD_slope_mean,PSD_slope_std,PSD_intercept_mean,PSD_intercept_std,PSD_r2_mean,PSD_r2_std,N_bins_min,QC_3std_dev,QC_min_n_size_bins,QC_R2
Marine_snow,0.9464668094218416,2008,08,North Pacific Ocean,22.5,-157.5,1.0,201.0,1,-1.1462047631640908,,9.4876835797388,,0.9547617592955702,,-3.7685100395185063,,9.769103805720105,,0.9638152729867181,,8.0,0,0,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,22.5,-157.5,1.0,201.0,1,-1.1745777301866864,,7.938593716211777,,0.962668863847116,,-3.326626444862392,,6.538745643218523,,0.9999732747593976,,3.0,0,1,0
Acantharia,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,-2.270514220596471,,18.22823758038253,,0.9534099446672151,,-6.818748204791658,,17.81728983347191,,0.9800170065042513,,3.0,0,1,0
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,-0.677371848325012,,4.145421555590701,,0.9187017382551738,,-2.2755476383197477,,4.0112899786125755,,0.9002044707893154,,4.0,0,1,0
Chaetognatha,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,-0.3202590243910171,,-0.49603335921653624,,0.11703889510035803,,-0.33822555000219684,,-3.7111698468212904,,0.03675746603296348,,3.0,0,1,1
Collodaria_others,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-1.327014964775139,0.91436543575789,10.632279493331646,9.538346192548836,0.918231728033884,0.03211525799561768,-4.150140345695525,2.8176665554606832,10.391653313631776,10.068064462285756,0.8843520515315952,0.06673201734082286,3.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-1.214444316614318,0.24962847698508472,8.749798856495614,2.3576795493061606,0.9182594031115556,0.1048784861296822,-3.686008912106425,0.8527212343389642,8.109161101112553,2.7729149549609793,0.916911336601725,0.09344609298279262,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-1.4121739243202807,0.8524745132929136,11.49828664223505,8.485015852119599,0.8238402200732833,0.07809498413083597,-4.297239943463292,2.7938907520841907,10.97926653469672,9.478402536352354,0.7805410786878556,0.14606447087911584,3.0,0,1,0
Eumalacostraca,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,1,-1.0980515285150303,,7.65453336539694,,0.7753298792231573,,-3.8273741844151514,,8.633290803071272,,0.7843237138350349,,3.0,0,1,1
Foraminifera,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,-0.27344669378752673,0.07940225885395354,-0.8384566371546347,1.0252328922854455,0.5059875219434032,0.3410772567528546,-1.2466204739226816,0.018775016147880158,-0.474472635844851,0.24913093569701247,0.7119267222842527,0.03407174543508335,4.0,0,1,1
Marine_snow,0.9634992925362575,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-1.150911355686665,0.36858168839153604,9.406829852817705,3.764729648737208,0.9495116989876137,0.030712963207395777,-3.8906285119563684,0.978458524635611,10.048415274361174,3.4375618842043854,0.9563296904037532,0.022313863952512957,3.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-0.9868260370711107,0.7156706216220986,6.594573193746726,7.323921968936658,0.641641443174471,0.3226800783299798,-3.3527738634544435,1.9952459786054515,7.024092599880486,7.039844790344028,0.7407210506739718,0.25545684198263796,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,-0.2730701164344408,,-0.18067852940385531,,0.9980548456204542,,-1.198699080773344,,0.02403091011924685,,0.8418957085805275,,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,2,-1.765660868698654,1.1366553380563313,15.058830915089985,11.800111662366646,0.9650685997611078,0.005121051014135106,-6.006596426862761,3.643497971018863,16.79471581226134,12.947419342268397,0.9290632333189868,0.03898445983306367,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,2.0,201.0,2,-1.765660868698654,1.1366553380563313,15.058830915089985,11.800111662366646,0.9650685997611078,0.005121051014135106,-6.006596426862761,3.643497971018863,16.79471581226134,12.947419342268397,0.9290632333189868,0.03898445983306367,3.0,0,1,0
Foraminifera,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,-0.581665167647876,,2.6267773178755336,,0.9976672752402953,,-1.8443370627897433,,1.963739814177778,,0.81762117167546,,3.0,0,1,0
Marine_snow,0.984251968503937,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,2,-1.0262151711949103,0.23081080119004796,7.564652445348789,1.9990968207762372,0.8027617430589373,0.030162577392057795,-3.1350424275576145,0.5376891541980063,6.887322175553443,1.528759174161399,0.7879120422876147,0.021997066674890653,4.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,23.5,-160.5,2.0,201.0,1,-1.2920298317567476,,9.286200767843848,,0.773105468562692,,-3.3502602991225214,,6.800950261063311,,0.7870764933875094,,3.0,0,1,1
Acantharia,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-1.6390504163177735,,12.484872247272934,,0.9944421176872665,,-5.084907115238211,,12.409581029608908,,0.9999819779030324,,3.0,0,1,0
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-1.0329535491647517,,6.729131347565069,,0.681227738180477,,-2.7166712218045794,,4.543277404945978,,0.7959626978321088,,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-1.6852780287616973,,12.558165342180738,,0.9996058506089466,,-4.831692793571941,,11.20689849700425,,0.9702028393187174,,3.0,0,1,0
Marine_snow,0.9830508474576272,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-1.7918083710800756,,15.274898892360124,,0.9888208518266155,,-5.636255837614185,,15.528708363619108,,0.9907533533388279,,5.0,0,0,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-0.11687179507805524,,-2.1458452920605136,,0.02582056892981377,,-1.2055651986289504,,-0.46133640070568704,,0.22599297958580145,,3.0,0,1,1
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,2,-1.33692281171187,0.5241657162427814,11.043846213162432,5.066309051508675,0.8376865964102806,0.0723060444297209,-4.205848530215111,1.2366923210389373,10.948118008724041,4.017377895756544,0.8438748686479394,0.09890124476723709,3.0,0,1,0
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,2,-1.33692281171187,0.5241657162427814,11.043846213162432,5.066309051508675,0.8376865964102806,0.0723060444297209,-4.205848530215111,1.2366923210389373,10.948118008724041,4.017377895756544,0.8438748686479394,0.09890124476723709,3.0,0,1,0
Collodaria_others,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,1,-0.08305407698364234,,-1.982705005563943,,0.00592427504903803,,-0.3356467552255641,,-2.823601326158541,,0.009302477253407493,,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,2,-0.6691433795054941,0.15003611307535866,3.559291930903573,1.1883734633057634,0.9050999398410229,0.1266055580789284,-2.2628783589802732,0.6209657776554752,3.494991175702732,1.8147539041744456,0.9904918606285924,0.01338689648415515,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,-1.8320087200762487,0.37246136595298845,15.657679600382135,3.6892785689713676,0.9326003560196455,0.068414672786181,-5.8536535885428025,1.3490681207329982,16.22378303241775,4.51838272600204,0.9321375627952901,0.06392595906381568,3.0,0,1,0
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,-1.2516007845115542,0.2730333903813208,10.414085271184092,2.684507803773849,0.9413071182349163,0.04696220503487335,-4.033853768972353,0.8604077844414544,10.560604069726285,2.898772505745748,0.942718626530923,0.044468262420650835,4.0,0,1,0
Marine_snow,0.9568052159739201,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,4,-1.2516007845115542,0.2730333903813208,10.414085271184092,2.684507803773849,0.9413071182349163,0.04696220503487335,-4.033853768972353,0.8604077844414544,10.560604069726285,2.898772505745748,0.942718626530923,0.044468262420650835,4.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,-1.619788395727976,,12.43211194681594,,0.9742720454735941,,-4.691556962273936,,11.299400169610873,,0.9740140323631229,,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,-2.01668874393164,0.09393204741307021,17.60093598294909,0.5879187250876466,0.8796783105177013,0.004739569969199382,-5.923001358071136,0.4308096869897494,16.61728112493231,1.1138353367946197,0.8649663333172231,0.022468074796305353,3.0,0,1,0
Marine_snow,0.9944994499449944,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,-1.4150272386186766,0.35240268817714765,11.926200064445233,3.620337901545948,0.9577081943069219,0.006711790294760836,-4.550926971788837,0.7769605909794451,12.218272774742147,2.77769354786209,0.9606303783235159,0.016452901192913694,6.0,0,0,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,-0.9737914440308835,,6.551760100948318,,0.4692081612139174,,-3.1601947997194864,,6.50170676661003,,0.5869704635968739,,3.0,0,1,1
Acantharia,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,-0.713397702592988,,3.093607832747683,,0.9065975929818779,,-2.058928632156395,,1.9664431530968898,,0.9271974129838234,,4.0,0,1,0
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,-0.7144738836931872,0.26411447693924567,4.144564340260122,3.1983719486219306,0.669362081134768,0.2670291360707727,-2.3046510250700933,0.5929660261115189,3.7108200826451756,2.5525410120398893,0.7357879233110283,0.19728417155445732,5.0,0,0,1
Collodaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,-0.17569781633243403,0.07677892077559685,-1.7989621259235569,1.0064840779144677,0.4676606108985099,0.5750212513347679,-0.7031259325283417,0.5176219842866584,-2.2842490276592624,1.9381767453381111,0.5290726833567845,0.6644696477331837,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,4,-1.4450550760850978,0.8333731888745424,11.010573315541862,8.245524757098604,0.884384330347505,0.07935231190829793,-4.57672707504037,2.5943476214207215,11.090942333664703,8.780241986949632,0.8918558109441402,0.09245448399988682,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,4,-1.3975959014692692,0.5003007496434116,11.292516667984428,4.864751914934406,0.8250274502287231,0.08693563427740071,-4.220629707668876,1.5024313179505309,10.646046436163312,5.02498728525792,0.8341216533260944,0.075859129407498,3.0,0,1,0
Eumalacostraca,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,-0.6351316832601697,,2.7288093580271933,,0.47440446198135655,,-1.8339287800665645,,1.4996499716033753,,0.43387760443968304,,4.0,0,1,1
Foraminifera,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,-0.4822829004887062,,1.0718726558638423,,0.5202379143395548,,-2.2148977285645137,,2.653693493398536,,0.6215169652957155,,4.0,0,1,1
Marine_snow,0.9731455849336268,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,4,-1.318943070162958,0.2371344644655376,10.968156267829137,2.6618639437669476,0.9547536605507163,0.042019340411673635,-4.173126901424003,0.6830652621349872,10.933872490454606,2.6580853168924303,0.9598163711670515,0.03200695258721788,4.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,-0.8881392883196055,0.11293368735928676,5.4624483903549095,1.6859038904471604,0.7922548021501987,0.2790003726226449,-2.972165284649103,0.5371866680554531,5.620078658415704,2.375263603045293,0.8590111818471706,0.1993874256306188,3.0,0,1,1
Acantharia,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,-0.4878616936312785,,0.8970402004454874,,0.24042702220208334,,-1.9496328530886082,,1.5528200803321717,,0.4447691353773098,,4.0,0,1,1
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,-0.9735729248944093,0.2913388839435401,6.812519086720637,3.3614576172908333,0.8668457194073916,0.09740194801438433,-2.5489625164892407,1.2348269968243093,4.591723787018804,4.64610178727362,0.8138213387704357,0.1864830959802131,3.0,0,1,0
Chaetognatha,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,-0.7270853436924937,,3.4056490001216235,,0.9797020522009579,,-1.8398094480192722,,1.2019411485379798,,0.8181271043119579,,3.0,0,1,0
Collodaria_others,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,2,-0.27928119701052667,0.01334454224619151,-0.9825144856480899,0.23166284319426164,0.3527741193614791,0.23396688452197725,-1.1250640743676206,0.1553824977099066,-1.0855857327904201,0.41587327076850744,0.5417907022995881,0.16740253320847376,5.0,0,0,1
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,-1.7671731000425968,,14.510175778234377,,0.9419359499644545,,-5.388175779133775,,14.154159657883763,,0.951315063673434,,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,-1.5254501013163289,0.4862739501410072,12.256340314086648,4.792502173349361,0.8283538097292129,0.07446517750677942,-4.451593104320959,1.3137436287153519,11.12862285877111,4.436638397432211,0.8250852738462693,0.06307917591028789,3.0,0,1,0
Foraminifera,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,2,-0.4796894326129756,0.17562829710954558,1.022547507874413,1.7898715303988224,0.6719326658220324,0.2856601804373361,-1.9054996499675987,1.010025854684063,1.5315782064739452,3.4584425322547925,0.7451189501250617,0.2184218817470699,4.0,0,1,1
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,4,-1.1389328219019084,0.1861613075272231,8.484317364809993,1.832592429560976,0.935560820832908,0.03699913104620474,-3.5886446820813998,0.6437411740540635,8.241695998194778,2.163425376697565,0.9432325923643577,0.03534048507928406,4.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,2,-0.7947077430608571,0.9273503821128756,4.0338682628512075,8.66849191104046,0.5682603240992983,0.35893360002084534,-2.7019674712452377,2.1223588156581443,4.180487851693332,6.797140063534002,0.8867788216170132,0.045650109215748476,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-156.5,24.0,201.0,1,-0.643696098072952,,3.3321914162167854,,0.6501682937400293,,-2.135002120938187,,2.9886486776737806,,0.6806918088590568,,4.0,0,1,1
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,24.0,201.0,2,-0.7365045771065408,0.14700123325094527,4.843054404454145,1.111902349226413,0.941594812174386,0.07643282563624733,-2.441000178875469,0.3677010132797261,4.6944298388549965,0.9312605194760192,0.9194554444078518,0.009721627896206663,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,-0.7365045771065408,0.14700123325094527,4.843054404454145,1.111902349226413,0.941594812174386,0.07643282563624733,-2.441000178875469,0.3677010132797261,4.6944298388549965,0.9312605194760192,0.9194554444078518,0.009721627896206663,3.0,0,1,0
Marine_snow,0.9516908212560388,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,-1.3119669313598776,0.001400051082234632,10.668052526820595,0.0848313176418855,0.9198400103015244,0.05095874779189235,-4.334208621075936,0.1376079051036871,11.2315360095712,0.5177976036233654,0.9215859411396466,0.04674274709050138,4.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,2.0,201.0,2,-0.8357105800176684,0.2784190704971347,7.2134220138404626,3.3888033517778484,0.8135255136822428,0.20890482342526914,-2.6740332356877974,0.9128742426476436,6.787661036167956,3.735675343434452,0.8702987176504859,0.14509779277738627,4.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,-0.8357105800176684,0.2784190704971347,7.2134220138404626,3.3888033517778484,0.8135255136822428,0.20890482342526914,-2.6740332356877974,0.9128742426476436,6.787661036167956,3.735675343434452,0.8702987176504859,0.14509779277738627,4.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,-0.5339686786060408,0.6124665279352807,3.150897352941781,6.076262696461226,0.6128548900718005,0.3805581683289098,-1.6651305318617513,1.758379439574097,2.3184356802818424,5.955595816274577,0.6202906316990221,0.2925520830318547,4.0,0,1,1
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,2.0,201.0,2,-1.9483351492630785,1.196511987047618,16.241337983603955,11.79137980624454,0.9720579008909644,0.03340334722444605,-6.040702645011583,3.5354075601339736,16.30137407673338,12.015427925929712,0.9469518879136817,0.004296266978030123,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,-1.9483351492630785,1.196511987047618,16.241337983603955,11.79137980624454,0.9720579008909644,0.03340334722444605,-6.040702645011583,3.5354075601339736,16.30137407673338,12.015427925929712,0.9469518879136817,0.004296266978030123,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,7,-1.003898929288592,0.4004021671437963,9.887581883317017,4.560469479840071,0.89144299224486,0.08701745885370737,-3.222479628616439,1.205646518267696,9.655196397675285,4.733998829245118,0.9111175351811409,0.06973277941689351,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,7,-1.003898929288592,0.4004021671437963,9.887581883317017,4.560469479840071,0.89144299224486,0.08701745885370737,-3.222479628616439,1.205646518267696,9.655196397675285,4.733998829245118,0.9111175351811409,0.06973277941689351,3.0,0,1,0
Cnidaria_others,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-1.443607035262326,,11.460456913308176,,0.848947948934706,,-4.537041839638772,,11.343255580968798,,0.7767416075163411,,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,6,-1.106352056055061,0.5582329331863695,9.118876843371435,5.799198245421537,0.8343102039433212,0.0876154620145415,-3.3899789829627687,1.7856922006619453,8.481837760381817,6.35498275322582,0.8422455086633475,0.08955476956744857,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,6,-1.106352056055061,0.5582329331863695,9.118876843371435,5.799198245421537,0.8343102039433212,0.0876154620145415,-3.3899789829627687,1.7856922006619453,8.481837760381817,6.35498275322582,0.8422455086633475,0.08955476956744857,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,201.0,6,-1.106352056055061,0.5582329331863695,9.118876843371435,5.799198245421537,0.8343102039433212,0.0876154620145415,-3.3899789829627687,1.7856922006619453,8.481837760381817,6.35498275322582,0.8422455086633475,0.08955476956744857,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,51.0,6,-2.3764828870014396,0.856716218453116,21.014000468626605,8.016399855057198,0.9406185964379078,0.03718015758156114,-7.275920919853156,2.6475301058086758,21.073562074177,8.537331385636161,0.9330704024728128,0.051948734369366464,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,6,-2.3764828870014396,0.856716218453116,21.014000468626605,8.016399855057198,0.9406185964379078,0.03718015758156114,-7.275920919853156,2.6475301058086758,21.073562074177,8.537331385636161,0.9330704024728128,0.051948734369366464,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,60.0,6,-2.3764828870014396,0.856716218453116,21.014000468626605,8.016399855057198,0.9406185964379078,0.03718015758156114,-7.275920919853156,2.6475301058086758,21.073562074177,8.537331385636161,0.9330704024728128,0.051948734369366464,3.0,0,1,0
Marine_snow,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-1.5585087263772923,,12.976086625723179,,0.9798429467092479,,-5.0277952012521725,,13.460054557959975,,0.9776608548961235,,6.0,0,0,0
Rhizaria_others,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-0.4108208014914724,,0.3498993728119726,,0.9839014418756898,,-0.8478198796517615,,-1.9166141716679999,,0.7980250202597886,,4.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,75.0,2,-0.7991163109766237,0.7915046516175507,7.50703126566113,9.364025179131932,0.703201207603489,0.32055945810058545,-2.5985450798631864,2.419878217234212,7.185420054742598,9.763434750788544,0.8372684409666343,0.1619995238549423,4.0,0,1,1
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,2,-0.7991163109766237,0.7915046516175507,7.50703126566113,9.364025179131932,0.703201207603489,0.32055945810058545,-2.5985450798631864,2.419878217234212,7.185420054742598,9.763434750788544,0.8372684409666343,0.1619995238549423,4.0,0,1,1
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,75.0,2,-0.7654079013106244,0.28271332176021274,6.03054754749013,3.013757788261548,0.7806007329230452,0.09441860000128764,-2.4712326621416523,0.6351006109130933,5.664660824757931,2.3344649059510356,0.8229124877115814,0.0647050019700835,5.0,0,0,1
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,75.0,2,-1.6664096127634729,0.2672383809918001,13.967799030012301,2.695861164332538,0.9792089125835425,0.028971056855774526,-5.521460917896963,0.7912883383935888,15.047701035107043,2.7338739217666532,0.9854885176445815,0.012967418645543701,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,2,-1.6664096127634729,0.2672383809918001,13.967799030012301,2.695861164332538,0.9792089125835425,0.028971056855774526,-5.521460917896963,0.7912883383935888,15.047701035107043,2.7338739217666532,0.9854885176445815,0.012967418645543701,3.0,0,1,0
Marine_snow,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,1,-2.595749515117356,,23.367694432535107,,0.9979328220690181,,-7.9557912844566,,23.571971724484467,,0.9980771206323821,,4.0,0,1,0
Rhizaria_others,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,1,-1.2881413166371332,,9.425712026358022,,0.8689070188743013,,-4.211365858001423,,9.787744968758117,,0.7819962256690205,,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-133.5,1.0,45.0,1,-0.9398106115124927,,9.72986392288044,,0.9774429629489054,,-2.99883005712296,,9.382793298776548,,0.9807090316329429,,4.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-133.5,1.0,45.0,1,-1.1808859656274602,,10.31520978416891,,0.9781994440252312,,-4.0146040213670595,,11.049194541983429,,0.9392100588247995,,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,71.5,-135.5,1.0,201.0,1,-1.5355846348906805,,13.337578968468183,,0.9995973070971973,,-4.202817463578043,,11.073625767237537,,0.9854532108853463,,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,71.5,-135.5,1.0,201.0,1,-0.2689114934800819,,-0.6336673956004408,,0.8969526443599842,,-0.3160784620291113,,-3.1257960650971857,,0.9995315199986022,,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,71.5,-134.5,1.0,201.0,1,-0.9977408387612988,,9.533618915865471,,0.9495590918256289,,-3.150029531430403,,9.08043624084543,,0.9523743822632653,,5.0,0,0,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,71.5,-134.5,1.0,201.0,1,-3.0543646018631705,,26.920117918708755,,0.9691051704792032,,-9.19459444006983,,26.820986816040865,,0.9736113547170101,,3.0,0,1,0
