Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,NBSS_slope_mean,NBSS_slope_std,NBSS_intercept_mean,NBSS_intercept_std,NBSS_r2_mean,NBSS_r2_std,N_bins_min,QC_3std_dev,QC_min_n_size_bins,QC_R2
Foraminifera,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,2,-0.3375984024459932,0.2759268640759039,0.045865997187530594,3.183865405137317,0.23359040268134956,0.22013496098484192,4.0,0,1,1
Marine_snow,0.9670557717250324,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-1.5912556845032435,0.4025558453947912,12.588709032075132,3.8933493740855023,0.9455841713168995,0.040960424677431995,4.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,22.5,-156.5,1.0,201.0,3,-0.8036192987559284,0.2551036482100045,4.49215451827823,2.731379608706694,0.7987191370262524,0.11071717362923823,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,1,-1.1407854959070816,,8.613533268753475,,0.8677176797734238,,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,2,-1.663061339809097,0.525490391003153,13.379246900036051,5.4164734757279085,0.9405009157068973,0.059860076964928136,4.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-160.5,2.0,201.0,2,-1.663061339809097,0.525490391003153,13.379246900036051,5.4164734757279085,0.9405009157068973,0.059860076964928136,4.0,0,1,0
Foraminifera,1.0,2008,08,North Pacific Ocean,23.5,-160.5,2.0,201.0,1,-1.2730853786701912,,11.320289247036998,,0.9768136159491047,,3.0,0,1,0
Marine_snow,0.984251968503937,2008,08,North Pacific Ocean,23.5,-160.5,5.0,201.0,2,-1.2402563069112675,0.20044018421862608,8.835271673229041,1.5220154023663504,0.980691691839278,0.005969272347558138,4.0,0,1,0
Acantharia,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-2.0654493908939546,,14.615212110958026,,0.9999912841870484,,3.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-1.2230940379115849,,8.778952499531158,,0.8251470988678631,,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-1.987142174067533,,16.908194807538386,,0.8492185279730491,,3.0,0,1,0
Marine_snow,0.9830508474576272,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-2.32484446460136,,18.875751413328853,,0.9947116518089334,,4.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,23.5,-159.5,2.0,201.0,1,-0.19094105816364645,,-1.6594834708197588,,0.0277687837389905,,3.0,0,1,1
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,3,-0.25041108855221067,0.08700618000899071,-0.5207004230355198,0.7629887144748057,0.4100179741095921,0.3116927764684401,3.0,0,1,1
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,3,-0.25041108855221067,0.08700618000899071,-0.5207004230355198,0.7629887144748057,0.4100179741095921,0.3116927764684401,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,3,-1.1413429246206093,0.6691042191601279,8.544202908258624,6.810779178546781,0.744328627459805,0.3326353204426752,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,3,-1.1413429246206093,0.6691042191601279,8.544202908258624,6.810779178546781,0.744328627459805,0.3326353204426752,3.0,0,1,1
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,4,-1.7183221608037145,0.8682297834951593,14.11078782731515,8.114667186696506,0.9071619853233944,0.0684768547811298,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,-1.7183221608037145,0.8682297834951593,14.11078782731515,8.114667186696506,0.9071619853233944,0.0684768547811298,3.0,0,1,0
Marine_snow,0.95680521597392,2008,08,North Pacific Ocean,23.5,-157.5,1.0,201.0,4,-1.5955172122931587,0.39338653554346564,12.690483765981,3.550026188610252,0.9383589688746425,0.03788747809523626,3.0,0,1,0
Marine_snow,0.95680521597392,2008,08,North Pacific Ocean,23.5,-157.5,2.0,201.0,4,-1.5955172122931587,0.39338653554346564,12.690483765981,3.550026188610252,0.9383589688746425,0.03788747809523626,3.0,0,1,0
Collodaria_others,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,-1.0382068032008764,,7.566021945501538,,0.8241509137337606,,3.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,-1.4013301900520976,,11.031360675719124,,0.9534458872372036,,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,-2.9758213270813276,0.07954120846619746,26.095160561321304,0.42739016840938987,0.932639837897907,0.004217334701298588,3.0,0,1,0
Foraminifera,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,-0.7817293484291531,,4.932592521161482,,0.8905632639833351,,3.0,0,1,0
Marine_snow,0.9944994499449944,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,2,-1.8171358052725914,0.368445138170943,14.630569378329549,3.534870266892826,0.9722760961085886,0.016569216507954027,5.0,0,0,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,24.5,-158.5,2.0,201.0,1,-1.5375654692790583,,11.61226640924487,,0.9950503878180755,,3.0,0,1,0
Acantharia,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,-1.2674446963277852,1.2338034534987354,7.425903061967352,10.817534292894274,0.7827159960063006,0.29716026866253814,3.0,0,1,1
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,-0.9721918604551509,0.5419238977332455,6.119245447372183,5.6869393789165485,0.5567936145374626,0.34432820841273676,4.0,0,1,1
Chaetognatha,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,-1.2727269056964248,,9.315826401897485,,0.7714835462269884,,3.0,0,1,1
Collodaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,-1.227126102697952,,8.901284273401753,,0.91265248974548,,3.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-157.5,3.0,201.0,4,-1.4438241446000166,0.5646441209820063,11.704717130207444,5.600560732287525,0.8943313188280891,0.08428520047562636,3.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,4,-1.4438241446000166,0.5646441209820063,11.704717130207444,5.600560732287525,0.8943313188280891,0.08428520047562636,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,4,-1.73813274487156,0.34692633264703593,14.192693044026143,3.357635353180182,0.8920391938487714,0.033806416357909104,3.0,0,1,0
Eumalacostraca,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,1,-0.388163457957278,,0.5895300191591368,,0.1336388323047044,,3.0,0,1,1
Foraminifera,1.0,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,2,-0.620101746566349,0.3453864512384806,2.7794587986014627,3.7313624349273886,0.8436364004138879,0.143679766742551,4.0,0,1,0
Marine_snow,0.9727968262964011,2008,08,North Pacific Ocean,24.5,-157.5,1.0,201.0,4,-1.754745508410848,0.2604257609520902,14.045250981358466,2.6670757234135176,0.9546655242342195,0.030360823245256692,3.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,24.5,-157.5,3.0,201.0,1,-0.9300030979723303,,5.870436424459681,,0.9488865440315853,,4.0,0,1,0
Bacillariophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,1,-2.5808919539740303,,21.5514194301171,,0.897619957156307,,3.0,0,1,0
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,4,-1.6929347836418571,0.7816126474226951,14.284269295804005,7.795265846958209,0.8559393878192562,0.07923818801361947,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,3,-1.597933405483131,0.5675046887852893,12.550185605895365,5.387435206059747,0.8202077044740034,0.1254003488910984,3.0,0,1,0
Foraminifera,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,2,-0.5139582451095708,0.0005727012465733752,1.721617929741199,0.14847879777572576,0.833180539235836,0.032504909672182995,4.0,0,1,0
Marine_snow,0.9358752166377816,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,4,-1.3535538498963968,0.26528310312693437,9.712674165337575,2.27869900128888,0.9669521372196913,0.013010803766052768,3.0,0,1,0
Rhizaria_others,1.0,2008,08,North Pacific Ocean,25.5,-157.5,1.0,201.0,2,-0.44427626822294863,0.14432689296062348,0.3585488804937651,0.9894244737634575,0.6369044481500835,0.4554150867048397,3.0,0,1,1
Copepoda,1.0,2008,08,North Pacific Ocean,25.5,-156.5,24.0,201.0,1,-0.5809859134266226,,2.906619968319644,,0.6790194681955333,,4.0,0,1,1
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,24.0,201.0,2,-1.406552621096469,0.1505399167214104,10.936111409995014,1.017266911262191,0.9682551002659605,0.040893391383317955,3.0,0,1,0
Cyanophyceae,1.0,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,-1.406552621096469,0.1505399167214104,10.936111409995014,1.017266911262191,0.9682551002659605,0.040893391383317955,3.0,0,1,0
Marine_snow,0.9516908212560389,2008,08,North Pacific Ocean,25.5,-156.5,2.0,201.0,2,-1.4223808771000064,0.2464015688402361,10.815560457221633,2.190949814670623,0.9221404528532808,0.05746129261586491,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,2.0,201.0,2,-1.1266481404795283,0.0439274954796141,10.857339162646797,0.8364277600230173,0.8831958363367349,0.12013466212749255,4.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,-1.1266481404795283,0.0439274954796141,10.857339162646797,0.8364277600230173,0.8831958363367349,0.12013466212749255,4.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,2.0,201.0,2,-1.0125204849980174,0.823882353303545,8.730229886316277,9.280378193314819,0.7242992475139272,0.29016956544531564,3.0,0,1,1
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,-1.0125204849980174,0.823882353303545,8.730229886316277,9.280378193314819,0.7242992475139272,0.29016956544531564,3.0,0,1,1
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,2.0,201.0,2,-1.9503167109899033,1.1944148292887982,17.53604378488299,12.566502065588775,0.9848776420923024,0.012448667285029694,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-136.5,1.0,201.0,2,-1.9503167109899033,1.1944148292887982,17.53604378488299,12.566502065588775,0.9848776420923024,0.012448667285029694,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,7,-1.019034517315701,0.35781718728830614,10.40482492664358,4.264649481135005,0.9096994310922442,0.04580001392355587,4.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,7,-1.019034517315701,0.35781718728830614,10.40482492664358,4.264649481135005,0.9096994310922442,0.04580001392355587,4.0,0,1,0
Cnidaria_others,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-0.323268921437418,,-0.3131657563670567,,0.8829303714520214,,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,5,-1.0797823778044149,0.2927914399662757,9.448782445370133,3.4035317938181686,0.8871641820048808,0.10843280918713681,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,50.0,5,-1.0797823778044149,0.2927914399662757,9.448782445370133,3.4035317938181686,0.8871641820048808,0.10843280918713681,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,5,-1.0797823778044149,0.2927914399662757,9.448782445370133,3.4035317938181686,0.8871641820048808,0.10843280918713681,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,51.0,5,-2.0855542693023486,0.6808582538413191,19.67364790923981,6.725389950961402,0.960073918594443,0.0326627854770543,3.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-135.5,3.0,51.0,5,-2.0855542693023486,0.6808582538413191,19.67364790923981,6.725389950961402,0.960073918594443,0.0326627854770543,3.0,0,1,0
Marine_snow,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-2.054604594185248,,16.40894439695387,,0.9922028872938616,,5.0,0,0,0
Rhizaria_others,1.0,2009,07,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-0.6245892416405092,,2.0901441142552732,,0.6653597055107221,,4.0,0,1,1
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,75.0,2,-1.0206517967798647,0.5467260638473587,10.352366790973319,6.885230011225947,0.8231129455734515,0.19263548209321996,4.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,2,-1.0206517967798647,0.5467260638473587,10.352366790973319,6.885230011225947,0.8231129455734515,0.19263548209321996,4.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,2,-0.8304940146013617,0.09664837502985388,7.107212020083924,0.831749394516124,0.7682943841050085,0.0021051183120948365,4.0,0,1,1
Copepoda,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,75.0,2,-0.8304940146013617,0.09664837502985388,7.107212020083924,0.831749394516124,0.7682943841050085,0.0021051183120948365,4.0,0,1,1
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,75.0,2,-1.4541929641202131,0.563899820324529,12.851946390417474,5.927658397387954,0.9222103294713024,0.019108454105733474,4.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,2,-1.4541929641202131,0.563899820324529,12.851946390417474,5.927658397387954,0.9222103294713024,0.019108454105733474,4.0,0,1,0
Marine_snow,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,1,-3.41379700265414,,28.928840261565853,,0.9991559998205513,,3.0,1,1,0
Rhizaria_others,1.0,2009,07,Arctic Ocean,70.5,-134.5,2.0,65.0,1,-1.0902064696283955,,7.128010043379506,,0.8899826838765835,,3.0,0,1,0
Appendicularia,1.0,2009,07,Arctic Ocean,70.5,-133.5,1.0,45.0,1,-1.3921570856959116,,15.204962555872173,,0.8913227918664182,,4.0,0,1,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,70.5,-133.5,1.0,45.0,1,-1.2744451568604505,,12.032581723162043,,0.9997621951817336,,3.0,0,1,0
Marine_snow,1.0,2009,07,Arctic Ocean,70.5,-133.5,1.0,45.0,1,-0.5625650386638271,,4.743271229745281,,0.835224054887986,,3.0,0,1,0
Copepoda,1.0,2009,07,Arctic Ocean,71.5,-135.5,1.0,201.0,1,-0.21341134532906775,,-0.2356776640782159,,0.5931920199076312,,4.0,0,1,1
Appendicularia,1.0,2009,07,Arctic Ocean,71.5,-134.5,1.0,201.0,1,-0.638904121307102,,5.532220266953629,,0.9000654400561643,,5.0,0,0,0
Fecal_pellet,1.0,2009,07,Arctic Ocean,71.5,-134.5,1.0,201.0,1,-3.0085302050669505,,28.452023960986295,,0.9893359605500124,,3.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,201.0,3,-0.7394073555610713,0.2912462216810219,6.3567481871584155,3.4947639381395685,0.7901549072298483,0.23734432676839298,5.0,0,0,1
Appendicularia,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,167.0,3,-0.7394073555610713,0.2912462216810219,6.3567481871584155,3.4947639381395685,0.7901549072298483,0.23734432676839298,5.0,0,0,1
Appendicularia,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,117.0,3,-0.7394073555610713,0.2912462216810219,6.3567481871584155,3.4947639381395685,0.7901549072298483,0.23734432676839298,5.0,0,0,1
Copepoda,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,201.0,3,-1.085432491190015,0.5242138224239915,8.86708858776614,5.55774694284747,0.8836168669076255,0.1100537368328633,3.0,0,1,0
Copepoda,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,117.0,3,-1.085432491190015,0.5242138224239915,8.86708858776614,5.55774694284747,0.8836168669076255,0.1100537368328633,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,117.0,3,-1.8229020714589808,0.5524051930383198,15.95215909451401,5.551320959402874,0.8509167586670127,0.0901032969253565,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,201.0,3,-1.8229020714589808,0.5524051930383198,15.95215909451401,5.551320959402874,0.8509167586670127,0.0901032969253565,3.0,0,1,0
Marine_snow,1.0,2009,08,Arctic Ocean,69.5,-138.5,2.0,167.0,1,-0.8715200463126879,,4.917488758345328,,0.8856354242911849,,3.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,69.5,-137.5,1.0,48.0,1,-0.4311357746525499,,3.3596803479045647,,0.8567903164109762,,7.0,0,0,0
Copepoda,1.0,2009,08,Arctic Ocean,69.5,-137.5,1.0,48.0,1,-1.7838227589898428,,17.10472552824377,,0.8611644230995561,,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,69.5,-137.5,1.0,48.0,1,-2.350923599026377,,22.21446370360656,,0.9976957889348028,,3.0,0,1,0
Marine_snow,1.0,2009,08,Arctic Ocean,69.5,-137.5,1.0,48.0,1,-2.242882245169153,,18.59296397577455,,0.9556316604682852,,3.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-140.5,1.0,201.0,1,-1.0345020749864817,,10.082914411886309,,0.9021768565121799,,6.0,0,0,0
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-140.5,1.0,201.0,2,-1.401762916647527,1.131616141941756,12.37185099557081,12.68205731750672,0.8504113721846271,0.08964553452183203,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,70.5,-140.5,1.0,201.0,1,-1.4700667779811525,,12.195732214313152,,0.9282295704215565,,4.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-139.5,1.0,201.0,2,-1.4500444877253411,0.26826581734963695,14.234938682428037,2.784657404409092,0.9047037560901661,0.034885928597771655,3.0,0,1,0
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-139.5,1.0,201.0,2,-1.0576608555720608,1.0088478802402812,8.786536873070366,11.286177430168092,0.8467412276307198,0.05253933574570221,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,70.5,-139.5,1.0,201.0,3,-1.2027072451183716,0.6518946147470823,9.151692387778901,6.401635670053316,0.8959240088354946,0.0907145296768226,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,70.5,-138.5,2.0,201.0,1,-0.682545286893781,,4.392556744790372,,0.862895645848455,,4.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-137.5,2.0,201.0,2,-0.9519744692076435,0.5747719482753819,8.341922338667244,5.623246752072526,0.8985360710889334,0.14018594722552363,3.0,0,1,0
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-137.5,2.0,201.0,1,-1.2197714404967146,,10.1771982851579,,0.8811519176354532,,4.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-136.5,2.0,201.0,1,-1.0370651125551433,,8.978579302120679,,0.7501317227810832,,4.0,0,1,1
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-136.5,2.0,201.0,1,-0.9802034457572125,,7.771544190018204,,0.9132086933071539,,4.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-135.5,2.0,50.0,2,-0.4558836277739573,0.04883861129045694,2.7400791073809616,1.4745367053881557,0.5044633589237095,0.25286076491659426,4.0,0,1,1
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-135.5,2.0,50.0,2,-0.7527946150744278,0.5521043300293118,5.368330906908553,6.714263885449024,0.5511785587377506,0.4011531539310365,4.0,0,1,1
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-135.5,2.0,201.0,2,-0.7527946150744278,0.5521043300293118,5.368330906908553,6.714263885449024,0.5511785587377506,0.4011531539310365,4.0,0,1,1
Fecal_pellet,1.0,2009,08,Arctic Ocean,70.5,-135.5,2.0,201.0,1,-0.6003126001531431,,2.563937222000838,,0.3683046695797143,,3.0,0,1,1
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,58.0,3,-1.0515993791379283,0.3435417063079725,10.518126914466647,4.090620952455503,0.8935110104648488,0.10088703336809257,3.0,0,1,0
Bacillariophyceae,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,70.0,2,-0.3635050899998251,0.016385803482627293,0.5874875661073862,0.329222518860735,0.5650822303114835,0.11882577097931306,5.0,0,0,1
Bacillariophyceae,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,58.0,2,-0.3635050899998251,0.016385803482627293,0.5874875661073862,0.329222518860735,0.5650822303114835,0.11882577097931306,5.0,0,0,1
Cnidaria_others,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,70.0,1,-0.48493942779982097,,1.8694121153790078,,0.59150770511795,,6.0,0,0,1
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-133.5,1.0,84.0,3,-0.9264957121490679,0.18807396943554017,7.7543644786219295,1.8947838197653213,0.8647172283500822,0.1202817368503131,3.0,0,1,0
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,58.0,3,-0.9264957121490679,0.18807396943554017,7.7543644786219295,1.8947838197653213,0.8647172283500822,0.1202817368503131,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,70.0,1,-1.324522963746955,,10.503150933537343,,0.8531485379868052,,4.0,0,1,0
Marine_snow,1.0,2009,08,Arctic Ocean,70.5,-133.5,2.0,58.0,1,-1.400191098545654,,11.692640541692754,,0.8787957347957582,,3.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,70.5,-128.5,1.0,30.0,1,-0.8074442790991048,,8.415042696596734,,0.7572672682192545,,8.0,0,0,1
Copepoda,1.0,2009,08,Arctic Ocean,70.5,-128.5,1.0,30.0,1,-1.8395592826863874,,17.978813309327027,,0.9660883916140525,,4.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,70.5,-128.5,1.0,30.0,1,-1.9191927345703872,,17.67751775804087,,0.9928174471605771,,3.0,0,1,0
Copepoda,1.0,2009,08,Arctic Ocean,71.5,-136.5,2.0,201.0,1,-0.4295003286417731,,1.603443127971528,,0.8769541604183934,,3.0,0,1,0
Appendicularia,1.0,2009,08,Arctic Ocean,71.5,-133.5,1.0,201.0,2,-0.8369815718082223,0.33545258522213767,7.1393586763888095,4.188205922095843,0.8035366720068196,0.19407589625676666,4.0,0,1,0
Bacillariophyceae,1.0,2009,08,Arctic Ocean,71.5,-133.5,1.0,201.0,1,-0.37970478858589435,,-0.20144711982595265,,0.8511070800593221,,4.0,0,1,0
Copepoda,1.0,2009,08,Arctic Ocean,71.5,-133.5,1.0,201.0,2,-1.6075624194380425,0.32157224920401933,14.699583539669772,3.1923789453252365,0.8872498554665628,0.034453215943261145,3.0,0,1,0
Fecal_pellet,1.0,2009,08,Arctic Ocean,71.5,-133.5,1.0,201.0,2,-1.4128850293968522,0.3054634362662749,10.70913801803032,2.8297338540487496,0.897078219756394,0.09984153061129178,3.0,0,1,0
Marine_snow,1.0,2009,08,Arctic Ocean,71.5,-133.5,1.0,201.0,1,-1.2676770704288585,,8.821892775900205,,0.9727464603926961,,6.0,0,0,0
