Taxon,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,NBSS_slope_mean,NBSS_slope_std,NBSS_intercept_mean,NBSS_intercept_std,NBSS_r2_mean,NBSS_r2_std,N_bins_min,QC_3std_dev,QC_min_n_size_bins,QC_R2
Marine_snow,1.0,1997,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.3625226244180624,,15.518403545221934,,0.988905578386272,,3.0,1,1,0
Chaetognatha,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.33217070688594263,,-0.08798283085793912,,0.6208851377167748,,3.0,0,1,1
Copepoda,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,2,-1.4693866089136705,0.2805489355771035,11.437657724813114,2.4807737750933314,0.9220703494330649,0.06346032230354835,5.0,0,0,0
Marine_snow,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,2,-2.081079373908021,0.34451653170059165,13.828186165953356,2.1698756743571797,0.990300955770842,0.0003476582070416999,3.0,1,1,0
Appendicularia,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.1965423295333704,0.07920055797133381,7.483852352309897,0.26874756306926034,0.9320590060072007,0.005972534488319434,4.0,0,1,0
Copepoda,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,-1.217104522977597,0.06632471312723971,9.085004605330726,0.7553885320919665,0.9606262036823557,0.015867401220476817,4.0,0,1,0
Marine_snow,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,-1.7465473969806455,0.27938099532446575,11.125493914714843,1.915078286403432,0.9794653795396148,0.02425766170010016,4.0,0,1,0
Appendicularia,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.3654968871174366,,-0.5406266021631745,,0.6398554834512733,,4.0,0,1,1
Copepoda,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,-0.9170791966569808,0.748159288096018,6.008577696226703,6.734972256967414,0.6626680004936424,0.44508154851425696,5.0,0,0,1
Copepoda,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,60.0,2,-0.9170791966569808,0.748159288096018,6.008577696226703,6.734972256967414,0.6626680004936424,0.44508154851425696,5.0,0,0,1
Marine_snow,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,-1.8864168418865055,0.17120833825144494,12.01244028556598,1.2551700345719183,0.9828166013671789,0.012967377161455082,4.0,0,1,0
Appendicularia,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.146587456729138,,6.40395811494661,,0.8065628764028543,,4.0,0,1,0
Copepoda,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.220281236949663,,8.82421410680286,,0.9523588582911244,,8.0,0,0,0
Hydrozoa_others,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,-0.4369620809069851,,-0.5256933148799288,,0.1825770759532691,,3.0,0,1,1
Marine_snow,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.3264809022801387,,14.928327973028495,,0.9708119937740519,,4.0,1,1,0
Annelida,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.39267601099900484,,-0.1998232854647397,,0.8500020581749475,,3.0,0,1,0
Appendicularia,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,1,-0.10704092106765399,,-2.6962140840943305,,0.054155670982451776,,4.0,0,1,1
Copepoda,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.4327717485208444,0.27730525255333216,10.526638925039702,2.4516116989133785,0.9584845547116634,0.046650327884232394,5.0,0,0,0
Marine_snow,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.9170138424249246,0.3685358153132917,11.881870814472371,2.5883286276752377,0.9519040760245834,0.04696044230244714,4.0,0,1,0
Copepoda,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.3661082074325295,,10.354477381014146,,0.9763769772542814,,7.0,0,0,0
Marine_snow,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.2937996518662853,,14.743296497227622,,0.933722370144916,,3.0,1,1,0
Copepoda,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.4657619590313853,,11.745475162924613,,0.969661546346228,,5.0,0,0,0
Marine_snow,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.8195640187004005,,11.34835273270635,,0.9993268731789954,,3.0,0,1,0
Copepoda,1.0,1998,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.7747304413075873,,14.177840323304986,,0.9077656601177261,,3.0,0,1,0
Marine_snow,1.0,1998,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.243376228330703,,14.617840297688675,,0.9756067689949989,,4.0,1,1,0
Copepoda,1.0,1998,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.6700210022898379,,13.039956859362341,,0.9441776412990411,,4.0,0,1,0
Marine_snow,1.0,1998,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.6694454825579783,,10.581319451993512,,0.997464206935195,,3.0,0,1,0
Appendicularia,1.0,1998,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.7593637975226357,,4.132696254558919,,0.9668945225381532,,3.0,0,1,0
Copepoda,1.0,1998,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.9105904194600926,,6.5969056963387285,,0.9313574106133724,,4.0,0,1,0
Gastropoda,1.0,1998,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.0851875173003013,,-2.176062198333575,,0.04637242766201011,,3.0,0,1,1
Marine_snow,1.0,1998,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.0492685596372238,,13.760646940561477,,0.9901285302836749,,4.0,1,1,0
Appendicularia,1.0,1998,08,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.2675002179034313,,-0.3884498450327589,,0.9672237053413891,,3.0,0,1,0
Copepoda,1.0,1998,08,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.2755651393364222,,9.579000587282763,,0.9667357850280118,,5.0,0,0,0
Marine_snow,1.0,1998,08,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.153737597674915,,14.31832611719582,,0.9954379659551645,,3.0,1,1,0
Appendicularia,1.0,1998,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.5971018955053574,,1.554798449880313,,0.9226732616772427,,3.0,0,1,0
Copepoda,1.0,1998,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.7634295750385311,,13.229160680838891,,0.8716317224306942,,6.0,0,0,0
Marine_snow,1.0,1998,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.239589105088684,,7.211091108407246,,0.9990252160602954,,4.0,0,1,0
Appendicularia,1.0,1998,10,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.6212925751009514,,2.902310263355578,,0.8959780404622282,,4.0,0,1,0
Copepoda,1.0,1998,10,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.671961518952341,,13.549583247534105,,0.9951327657803324,,4.0,0,1,0
Marine_snow,1.0,1998,10,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.9353778355669253,,12.863751875692662,,0.9952410495133703,,3.0,0,1,0
Appendicularia,1.0,1999,01,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.5019336267443364,,0.3128304374535289,,0.6269721552083547,,3.0,0,1,1
Copepoda,1.0,1999,01,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.0500223702113325,,6.333527418037724,,0.8801430807575632,,5.0,0,0,0
Marine_snow,1.0,1999,01,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.1513464036164303,,5.7446242560892795,,0.9136578892038749,,4.0,0,1,0
Appendicularia,1.0,1999,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.26974065154852794,,-1.086435001749714,,0.9510388161154477,,3.0,0,1,0
Copepoda,1.0,1999,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.243555263894885,,9.355557880197335,,0.8202157505742408,,6.0,0,0,0
Marine_snow,1.0,1999,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.3180714276188767,,7.722769048605078,,0.8872998321524617,,5.0,0,0,0
Copepoda,1.0,1999,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.9766056148102396,,16.561614325420788,,0.9090973470599808,,5.0,0,0,0
Copepoda,1.0,1999,04,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.0677393755418383,,7.772499209566888,,0.8616512732234287,,3.0,0,1,0
Marine_snow,1.0,1999,04,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.829154179973579,,11.871311365801649,,0.9654190730495917,,4.0,0,1,0
Copepoda,1.0,1999,05,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.0292659041517838,,16.938273497802975,,0.9043835460290075,,6.0,0,0,0
Marine_snow,1.0,1999,05,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.309479441492829,,15.558127689470783,,0.9837776668730123,,4.0,1,1,0
Copepoda,1.0,1999,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.012322072837949,,15.328789697685123,,0.9048473936710185,,5.0,0,0,0
Marine_snow,1.0,1999,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.202938749255164,,6.710549088102109,,0.830618211552035,,4.0,0,1,0
Copepoda,1.0,1999,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.6024981668333158,,12.41358518732904,,0.9430560703680815,,4.0,0,1,0
Marine_snow,1.0,1999,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.7663531522022842,,11.376165705385072,,0.9754786333015149,,4.0,0,1,0
Copepoda,1.0,1999,08,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.6185563194695576,,12.733470356372699,,0.967289953352113,,4.0,0,1,0
Marine_snow,1.0,1999,08,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.7822250818980012,,11.769117911772213,,0.9985517339636019,,4.0,0,1,0
Appendicularia,1.0,1999,09,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.995877910330171,,14.291824490792395,,0.8464697920353996,,3.0,0,1,0
Copepoda,1.0,1999,09,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.0326981582879475,,16.332810217766713,,0.9659693800730914,,5.0,0,0,0
Marine_snow,1.0,1999,09,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.0509574323482616,,13.326125148813288,,0.8241738424354377,,5.0,1,0,0
Appendicularia,1.0,1999,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.079312393192906,,13.722474227360246,,0.9978894827211525,,3.0,0,1,0
Copepoda,1.0,1999,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.830380457793242,,22.18218315569697,,0.8536456811329527,,4.0,1,1,0
Marine_snow,1.0,1999,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.9382505147557103,,12.319551171420391,,0.9980837428458761,,3.0,0,1,0
Copepoda,1.0,1999,11,Mediterranean Region,43.5,7.5,0.0,30.0,1,-1.4207864983538445,,10.177730506840815,,0.9446172718166113,,6.0,0,0,0
Marine_snow,1.0,1999,11,Mediterranean Region,43.5,7.5,0.0,30.0,1,-2.0688538608116254,,13.509920062875665,,0.9398669860963867,,5.0,1,0,0
Copepoda,1.0,2000,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.6236105490253327,,4.629370452752287,,0.31976137045944697,,3.0,0,1,1
Copepoda,1.0,2000,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,-0.8000789144322936,,5.961557702363962,,0.7303733354344503,,4.0,0,1,1
Appendicularia,1.0,2000,08,Mediterranean Region,43.5,7.5,0.0,60.0,1,-0.9828364644708886,,5.626204106033287,,0.9015067019447385,,4.0,0,1,0
Chaetognatha,1.0,2000,08,Mediterranean Region,43.5,7.5,30.0,60.0,1,-0.24460554161680964,,-1.9540811396729802,,0.4093176869202789,,3.0,0,1,1
Copepoda,1.0,2000,08,Mediterranean Region,43.5,7.5,30.0,60.0,2,-1.6304593275851318,0.12053376412354512,11.690631429585224,0.6039315465005393,0.9608588604152704,0.008879338827566861,4.0,0,1,0
Copepoda,1.0,2000,08,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.6304593275851318,0.12053376412354512,11.690631429585224,0.6039315465005393,0.9608588604152704,0.008879338827566861,4.0,0,1,0
Marine_snow,1.0,2000,08,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.6179132614554124,0.16279348447855985,10.052158123853996,0.9595805147604284,0.9705018819673403,0.03850356847428159,4.0,0,1,0
Marine_snow,1.0,2000,08,Mediterranean Region,43.5,7.5,30.0,60.0,2,-1.6179132614554124,0.16279348447855985,10.052158123853996,0.9595805147604284,0.9705018819673403,0.03850356847428159,4.0,0,1,0
Copepoda,1.0,2000,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.4243561257874937,,19.860376994788837,,0.9911799952194742,,4.0,0,1,0
Marine_snow,1.0,2000,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,-2.375890494848363,,15.851430406926461,,0.9614862833841585,,4.0,1,1,0
Appendicularia,1.0,2000,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,-1.8653213936684154,,12.879487457717428,,0.8569996089707917,,3.0,0,1,0
Copepoda,1.0,2000,12,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.84007981174847,0.48693065375699746,13.92044655746752,4.264121039039394,0.9134201362374816,0.07686991996742748,5.0,0,0,0
Marine_snow,1.0,2000,12,Mediterranean Region,43.5,7.5,0.0,60.0,2,-1.8338276587525406,0.0051033870458014365,11.508272198575003,0.023882852226933392,0.9171200830414141,0.06764469839731009,6.0,0,0,0
Actinopterygii,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,2,-0.8335978061610909,1.175379938512405,4.885890756321122,12.3568566386989,0.4478638265832271,0.629234363458624,3.0,0,1,1
Actinopterygii,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,181.2615574,2,-0.8335978061610909,1.175379938512405,4.885890756321122,12.3568566386989,0.4478638265832271,0.629234363458624,3.0,0,1,1
Appendicularia,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,1,-2.0456931828614318,,16.616043476054912,,0.794580069845389,,4.0,0,1,1
Chaetognatha,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,181.2615574,1,-0.9369954302127155,,6.3111001390785795,,0.7347424879940652,,3.0,0,1,1
Copepoda,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,181.2615574,2,-1.1435774407846915,0.36988723748762603,9.360978844367407,3.570527470613599,0.901551020689811,0.004388297485599831,5.0,0,0,0
Copepoda,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,2,-1.1435774407846915,0.36988723748762603,9.360978844367407,3.570527470613599,0.901551020689811,0.004388297485599831,5.0,0,0,0
Crustacea_others,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,2,-0.9367101351184418,0.06643983445926356,6.684916543079277,0.8391629916172803,0.8313907523992166,0.08307496089647542,7.0,0,0,0
Crustacea_others,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,181.2615574,2,-0.9367101351184418,0.06643983445926356,6.684916543079277,0.8391629916172803,0.8313907523992166,0.08307496089647542,7.0,0,0,0
Eumalacostraca,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,1,-1.5601110950645833,,12.70739217149147,,0.8080000746573209,,4.0,0,1,0
Marine_snow,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,2,-1.7503001079797849,0.05610690406185529,12.290586415969727,0.02090695040889216,0.8971588250484928,0.053791532913264946,6.0,0,0,0
Marine_snow,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,181.2615574,2,-1.7503001079797849,0.05610690406185529,12.290586415969727,0.02090695040889216,0.8971588250484928,0.053791532913264946,6.0,0,0,0
Ostracoda,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,181.2615574,1,-1.5876158745938147,,11.663286151810741,,0.4619629749207591,,3.0,0,1,1
Siphonophorae,1.0,2004,04,North Atlantic Ocean,43.5,-2.5,0.0,103.3661883,1,-1.4972756458010799,,9.365122454654795,,0.7531705164819296,,5.0,0,0,1
Appendicularia,1.0,2004,04,North Atlantic Ocean,43.5,-1.5,0.0,33.4834636,1,-2.0712574659631704,,17.600282800260143,,0.9062896139185832,,3.0,0,1,0
Chaetognatha,1.0,2004,04,North Atlantic Ocean,43.5,-1.5,0.0,33.4834636,1,-3.112439312834442,,29.022063673123892,,0.7920353337310282,,3.0,1,1,1
Copepoda,1.0,2004,04,North Atlantic Ocean,43.5,-1.5,0.0,33.4834636,1,-2.2843885139685622,,20.02286173272049,,0.8111857578632099,,5.0,0,0,0
Crustacea_others,1.0,2004,04,North Atlantic Ocean,43.5,-1.5,0.0,33.4834636,1,-0.861577458915773,,5.425699156348614,,0.32475981365560946,,7.0,0,0,1
Marine_snow,1.0,2004,04,North Atlantic Ocean,43.5,-1.5,0.0,33.4834636,1,-1.6158249930454878,,11.411044682627344,,0.8980919873268126,,7.0,0,0,0
Siphonophorae,1.0,2004,04,North Atlantic Ocean,43.5,-1.5,0.0,33.4834636,1,-1.3570717847029443,,9.27628181105295,,0.9664016374933877,,5.0,0,0,0
Annelida,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.5792018745204769,,2.7148346271706245,,0.7511507435930087,,7.0,0,0,1
Appendicularia,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-2.7651375095803834,,23.295413819424436,,0.9432174983183648,,3.0,0,1,0
Chaetognatha,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.25937082254451194,,-0.8441668931157595,,0.12336869339701972,,8.0,0,0,1
Copepoda,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.8966581487447903,,7.220226136698144,,0.7200139028148979,,9.0,0,0,1
Crustacea_others,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.8569150567141327,,6.158011331499077,,0.9082790147665718,,10.0,0,0,0
Dinophyceae,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-1.7841502961532032,,11.125062929274508,,0.9868618797388897,,3.0,0,1,0
Eumalacostraca,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.9597935126337634,,6.715068036495914,,0.5093462139363409,,4.0,0,1,1
Limacinidae,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.6730793945539075,,3.063472357021312,,0.715420843281523,,4.0,0,1,1
Marine_snow,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-1.1812776979742594,,8.16547273694532,,0.921576304647407,,11.0,0,0,0
Noctilucaceae,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.9343395517701751,,4.353817931607837,,0.9315439603485245,,3.0,0,1,0
Siphonophorae,1.0,2004,04,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.9715986895997131,,5.592924405929875,,0.9291274971991972,,7.0,0,0,0
Actinopterygii,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.001402042371529,,7.235902660296709,,0.5295616718828948,,6.0,0,0,1
Appendicularia,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.8450922155463823,,15.114403840489105,,0.7795707578326786,,3.0,0,1,1
Chaetognatha,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.1703644129958906,,9.352406345909014,,0.8674487184440963,,6.0,0,0,0
Copepoda,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.7494324956391836,,15.356376521137163,,0.8959675150991195,,8.0,0,0,0
Crustacea_others,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.9824504641992926,,15.872264537254587,,0.8383050883319954,,6.0,0,0,0
Dinophyceae,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-2.8011371565090957,,18.636690151377472,,0.9908403471610436,,3.0,0,1,0
Echinodermata,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-0.23669707126744913,,-0.22948257671571182,,0.9239208680307253,,4.0,0,1,0
Eumalacostraca,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.3954785721641254,,12.725776673837503,,0.9210969515042704,,4.0,0,1,0
Marine_snow,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-1.2383551613352042,,9.176113979918194,,0.9692176768736578,,11.0,0,0,0
Siphonophorae,1.0,2004,04,North Atlantic Ocean,44.5,-1.5,0.0,17.32050808,1,-0.3963029648347932,,1.5856023336064737,,0.524187159850307,,4.0,0,1,1
Actinopterygii,1.0,2004,05,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.5467670273959115,,2.3743424491804923,,0.20931158454468823,,4.0,0,1,1
Appendicularia,1.0,2004,05,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,2,-1.5240769193080435,0.23615872624284273,11.572340252175799,2.442781953446142,0.935609098523285,0.08337429058342755,3.0,0,1,0
Appendicularia,1.0,2004,05,North Atlantic Ocean,44.5,-2.5,0.0,103.4048141,2,-1.5240769193080435,0.23615872624284273,11.572340252175799,2.442781953446142,0.935609098523285,0.08337429058342755,3.0,0,1,0
Chaetognatha,1.0,2004,05,North Atlantic Ocean,44.5,-2.5,0.0,173.2050808,1,-0.8097174513432821,,4.65063643289425,,0.7803287741706343,,4.0,0,1,1
