Taxon,Validation_percentage,biomass_mid,range_biomass_bin,ocean,year,month,latitude,longitude,min_depth,max_depth,n,normalized_biomass_mean,normalized_biomass_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Acantharia,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,9.438669001203884e-05,,0,1,1
Bacillariophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.0014112833332429,0.001646418381897634,0,1,1
Bacillariophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.001101149111195,0.0013947620649354382,0,1,1
Bacillariophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00047347990787615003,0.0004316291436231194,0,1,1
Bacillariophyceae,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,9.88196449579985e-05,,0,1,1
Collodaria_others,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0018318309793283998,0.0012876775346214718,0,1,0
Collodaria_others,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0014129498399971998,0.0011996089328255828,0,1,0
Collodaria_others,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0006185816660784667,0.0003531388380724171,0,1,0
Collodaria_others,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.00027743786643368815,0.00031058335767044623,0,1,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00253084736325035,0.0008384993647169251,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.002602458655286533,0.0013704023222020447,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0011993602966989666,0.0004384621905242016,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00053406663064105,9.058839790754453e-05,0,1,0
Copepoda,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0002236963168219,,0,1,0
Cyanophyceae,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.01099254239745365,0.0024883470070016984,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.014837468468119633,0.011199517528392183,0,1,0
Cyanophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.007602934101842967,0.0055546266581540825,0,1,0
Cyanophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.0008127772948154999,0.0002894071232459468,0,1,0
Cyanophyceae,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001153699975289,,0,1,0
Eumalacostraca,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0007323794117765,,0,1,0
Eumalacostraca,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0007003006462083,,0,1,0
Eumalacostraca,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0003182831506905,,0,1,0
Eumalacostraca,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001106940292378,,0,1,0
Foraminifera,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0003227941381676,,0,1,1
Foraminifera,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001930501110232,,0,1,1
Foraminifera,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001124173647606,,0,1,1
Foraminifera,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00039695285594425005,0.00017193795834461866,0,1,1
Foraminifera,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001026753191061,,0,1,1
Foraminifera,1.0,0.0058493055645773,0.0042445487794886,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0002702211176303,,0,1,1
Foraminifera,1.0,0.0119091384247751,0.008651464786156,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.000106474279181,,0,1,1
Marine_snow,0.9670557717250324,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.06860954565437173,0.055126913643200035,0,1,0
Marine_snow,0.9670557717250324,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.03553537849663017,0.029817230361828963,0,1,0
Marine_snow,0.9670557717250324,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0109045060260344,0.009838657997285118,0,1,0
Marine_snow,0.9670557717250324,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.003069624603429933,0.0007666459762127864,0,1,0
Marine_snow,0.9670557717250324,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00056633328065575,0.0005379379255467767,0,1,0
Marine_snow,0.9670557717250324,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001172133113098,,0,1,0
Rhizaria_others,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0024735416719483335,0.0016392994727709132,0,1,1
Rhizaria_others,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0015361506396627334,0.0017146652592021912,0,1,1
Rhizaria_others,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0010415108998709332,0.0008607711444806209,0,1,1
Rhizaria_others,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00030454671556105,0.00010711728946447131,0,1,1
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,1,0.0026588604784773,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,1,0.0006874144151144,,0,1,0
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,1,0.0005283499494188,,0,1,0
Cyanophyceae,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,1,0.0087881405821988,,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00937257133405185,0.006243446282646879,0,1,0
Cyanophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0075539414193502,0.008681661252322169,0,1,0
Cyanophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00086493981183215,0.0003551978404227589,0,1,0
Cyanophyceae,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0002500988972706,,0,1,0
Foraminifera,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0013808582109545,,0,1,0
Foraminifera,1.0,0.0058493055645773,0.0042445487794886,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0007126084643552,,0,1,0
Foraminifera,1.0,0.0119091384247751,0.008651464786156,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0002264797544322,,0,1,0
Marine_snow,0.984251968503937,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0148096627187514,0.009489613026327117,0,1,0
Marine_snow,0.984251968503937,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.005748124526243,0.0019030713866535342,0,1,0
Marine_snow,0.984251968503937,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0024806598195632502,0.001645772024218412,0,1,0
Marine_snow,0.984251968503937,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00121598362124375,0.0010749379100932746,0,1,0
Acantharia,1.0,4.772452706370237e-06,3.464069552505488e-06,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0025571236558207,,0,1,0
Acantharia,1.0,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0005924380062196,,0,1,0
Acantharia,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0001369913514835,,0,1,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0015008663160515,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0003144150369851,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0002649411828667,,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0233594616305109,,0,1,0
Cyanophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.015727106792681,,0,1,0
Cyanophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0013453765201918,,0,1,0
Marine_snow,0.9830508474576272,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0532081708134759,,0,1,0
Marine_snow,0.9830508474576272,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0147533936383021,,0,1,0
Marine_snow,0.9830508474576272,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0023390863743728,,0,1,0
Marine_snow,0.9830508474576272,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0003946363832997,,0,1,0
Rhizaria_others,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.000686662593905,,0,1,1
Rhizaria_others,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.000147160285146,,0,1,1
Rhizaria_others,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0005186793167705,,0,1,1
Bacillariophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0018169343766745,0.0011039878922894702,0,1,1
Bacillariophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0012465569121024001,0.0006497190780337347,0,1,1
Bacillariophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0011703799645487332,0.0010702629298231171,0,1,1
Bacillariophyceae,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0008173552710785,,0,1,1
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,2,0.0025759729422361,0.0006622703900465847,0,1,1
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0018216473938719665,0.0011759658545341313,0,1,1
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0012014388669572334,0.0007471819436868419,0,1,1
Copepoda,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002871460604656,,0,1,1
Cyanophyceae,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0196284596009662,,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.0180952770093298,0.005983218188423056,0,1,0
Cyanophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.006053723345964125,0.0027969990003102294,0,1,0
Cyanophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0004658470313166,0.00016948979217438115,0,1,0
Cyanophyceae,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,2,0.00035526424465535,0.00011007415363312139,0,1,0
Marine_snow,0.95680521597392,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.06556545809279297,0.018137516535515742,0,1,0
Marine_snow,0.95680521597392,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.03484458488360548,0.007633265800165249,0,1,0
Marine_snow,0.95680521597392,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.0132216881776737,0.00457144782409015,0,1,0
Marine_snow,0.95680521597392,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,3,0.0026744714457879334,0.0022652709628251115,0,1,0
Marine_snow,0.95680521597392,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,2,0.0008177696210687,0.0003979162491805743,0,1,0
Marine_snow,0.95680521597392,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002640248489339,,0,1,0
Marine_snow,0.95680521597392,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002356910800432,,0,1,0
Marine_snow,0.95680521597392,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002396743402089,,0,1,0
Collodaria_others,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.000806904053481,,0,1,0
Collodaria_others,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0006978663447576,,0,1,0
Collodaria_others,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0001845336940586,,0,1,0
Copepoda,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0037048549912787,,0,1,0
Copepoda,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0019953601813681,,0,1,0
Copepoda,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0005062323470244,,0,1,0
Cyanophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.02937060175219195,0.01973573176988002,0,1,0
Cyanophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.00924376636713535,0.006194250664320003,0,1,0
Cyanophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.00042684034297095,0.0003231258742004224,0,1,0
Foraminifera,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0006015691592935,,0,1,0
Foraminifera,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0002457634072866,,0,1,0
Foraminifera,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0001976183646877,,0,1,0
Marine_snow,0.9944994499449944,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.07938796713975485,0.04096871957358183,0,0,0
Marine_snow,0.9944994499449944,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.0296632416534752,0.019947246815673926,0,0,0
Marine_snow,0.9944994499449944,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.008394644989105901,0.002272890026434916,0,0,0
Marine_snow,0.9944994499449944,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.0015765480944906,0.0008638279170157683,0,0,0
Marine_snow,0.9944994499449944,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.0005406153478894,0.0003482935677744925,0,0,0
Rhizaria_others,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0023090736049772,,0,1,0
Rhizaria_others,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.000871102380927,,0,1,0
Rhizaria_others,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,1,0.0002543520508227,,0,1,0
Acantharia,1.0,2.340727180600178e-06,1.7070269538783706e-06,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,1,0.0004439698871671,,0,1,1
Acantharia,1.0,4.772452706370237e-06,3.464069552505488e-06,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,2,0.0009332312501227999,0.001008503542162985,0,1,1
Acantharia,1.0,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,2,0.00039533431989095,7.534300471189364e-05,0,1,1
Acantharia,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,2,0.00011484824259807724,5.02438615917472e-05,0,1,1
Bacillariophyceae,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,2,0.0018550276821524,0.001303022477837367,0,1,1
Bacillariophyceae,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,2,0.0008895405037106114,0.0011225439397183222,0,1,1
Bacillariophyceae,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,24.5,-157.5,1.0,201.0,2,0.0007365424101621,0.0007793738232262968,0,1,1
