PFT,Validation_percentage,year,month,ocean,latitude,longitude,min_depth,max_depth,n,biovolume_size_class,normalized_biovolume_mean,normalized_biovolume_std,equivalent_circular_diameter_mean,normalized_abundance_mean,normalized_abundance_std
Crustaceans,1.0,1997,04,Mediterranean Region,43.5,7.5,30.0,60.0,1,790284465.9346219,0.002362710149457795,,1147.0832576583095,0.00026603391479596407,
Detritus,1.0,1997,04,Mediterranean Region,43.5,7.5,30.0,60.0,2,24865171.338516008,0.0054908826521211165,0.0005730714829853248,362.12981097943316,0.0007292402382983189,8.361903528889228e-05
Detritus,1.0,1997,04,Mediterranean Region,43.5,7.5,30.0,60.0,1,49624096.665071465,0.0015724358215444196,,455.9298191608002,0.0001362451043930572,6.422655814653321e-05
Detritus,1.0,1997,04,Mediterranean Region,43.5,7.5,30.0,60.0,2,99367219.08666033,0.0012793277149850423,0.000184782098220735,574.6651198741748,0.0001515840687969806,2.381913843693182e-05
Crustaceans,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,2,49624096.665071465,0.6810328684332135,0.7970021025559633,455.9298191608002,0.07950658758581515,0.09359950407221439
Crustaceans,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,2,99367219.08666033,0.20638926362253163,0.1612998427677556,574.6651198741748,0.02609210961977657,0.021814360951823382
Crustaceans,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,2,198826383.29579958,0.038307163473620245,0.012283372312394496,724.1443226318906,0.004245788376305196,0.001377167776315791
Crustaceans,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,2,395398209.4983175,0.007691835439320767,0.0027535044861478988,910.6371395896389,0.00083567868911965,0.00035968682398148906
Detritus,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,24865171.338516008,0.091595964156042,,362.12981097943316,0.011628425421513735,
Detritus,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.03384554665111688,,455.9298191608002,0.0044506734101732014,
Detritus,1.0,1997,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.011878045077326467,,574.6651198741748,0.00134741394486205,
Crustaceans,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,49624096.665071465,0.22036117079734008,0.15166037947465877,455.9298191608002,0.026090937491270456,0.017309057420490704
Crustaceans,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,99367219.08666033,0.11734485056423224,0.09975420365029815,574.6651198741748,0.01389520630638989,0.011909569218465903
Crustaceans,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,198826383.29579958,0.058580245159236426,0.04375155084694673,724.1443226318906,0.006057065068949156,0.004324306817631585
Crustaceans,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,395398209.4983175,0.01647873814917321,0.003215113866840564,910.6371395896389,0.0017440250903366606,0.0003083029919841334
Crustaceans,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,790284465.9346219,0.002221565489872181,,1147.0832576583095,0.00023277967544646855,
Detritus,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,24865171.338516008,0.048265213228700914,0.004038456023736777,362.12981097943316,0.006233033117887659,0.00045293644114816566
Detritus,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,49624096.665071465,0.02294016736508033,0.004807238721059219,455.9298191608002,0.0030200998140461014,0.0005459257442455321
Detritus,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,60.0,2,99367219.08666033,0.006333152385651266,0.0004737675296769526,574.6651198741748,0.0007579203439849031,0.0
Detritus,1.0,1997,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.002684993359501185,,724.1443226318906,0.000350569682447218,
Crustaceans,1.0,1997,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.20176534113259528,,455.9298191608002,0.024069968442773433,
Crustaceans,1.0,1997,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.1689107264773785,,574.6651198741748,0.01911643534273033,
Crustaceans,1.0,1997,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.05897111647241703,,724.1443226318906,0.00677768052731288,
Crustaceans,1.0,1997,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,395398209.4983175,0.033015781849150744,,910.6371395896389,0.0032700470443812395,
Crustaceans,1.0,1997,07,Mediterranean Region,43.5,7.5,0.0,30.0,1,790284465.9346219,0.0029436777809407105,,1147.0832576583095,0.00026603391479596407,
Crustaceans,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.2794407246671587,,455.9298191608002,0.0327896551239291,
Crustaceans,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,2,99367219.08666033,0.14419392657723704,0.0714635473556727,574.6651198741748,0.0159584339094599,0.008038959222464483
Crustaceans,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,2,198826383.29579958,0.03416317177608522,0.029134490689103162,724.1443226318906,0.0037004577591650788,0.0031399425300000037
Crustaceans,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,2,395398209.4983175,0.014137288210269376,0.010633555665929098,910.6371395896389,0.0013806865298498566,0.0009249089759524004
Detritus,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,24865171.338516008,0.13426873204505632,,362.12981097943316,0.017147000197825335,
Detritus,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.06616351276391959,,455.9298191608002,0.008356366402774174,
Detritus,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.012653870176134998,,574.6651198741748,0.0013474139448620497,
Detritus,1.0,1997,09,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.004427139340789136,,724.1443226318906,0.0005453306171401169,
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,49624096.665071465,0.13086796062013936,0.03303976662964393,455.9298191608002,0.015494096038477114,0.0036379068177042617
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,99367219.08666033,0.07035888693127075,0.024845561115346526,574.6651198741748,0.008290338577415112,0.0029098188798268114
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,198826383.29579958,0.03497007913766601,0.022993039111877084,724.1443226318906,0.0038064942680534355,0.0025952890934358834
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,395398209.4983175,0.010904510276510923,0.00645374012597623,910.6371395896389,0.0009729399230813317,0.0005271308541236437
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,790284465.9346219,0.0024874864499856712,0.00028061911424652285,1147.0832576583095,0.00025310171060449364,3.772615465002506e-05
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,1596484088.142202,0.0007421126067240163,,1450.068963877236,6.158930400805855e-05,
Crustaceans,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,3198238305.1719217,0.0006909225249221506,,1827.9770239256288,5.740043344906262e-05,
Detritus,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,24865171.338516008,0.04511073064520701,0.012734561809910085,362.12981097943316,0.005622595531023826,0.0015219189561328243
Detritus,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,49624096.665071465,0.018141899052817836,0.006761366023611938,455.9298191608002,0.0022884131423056087,0.0008184628939830184
Detritus,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,3,99367219.08666033,0.007378171764662385,0.004276319211008248,574.6651198741748,0.0008678655790691328,0.000496050065647406
Detritus,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,198826383.29579958,0.001254939917171805,,724.1443226318906,7.790437387715956e-05,5.5086711052631645e-05
Detritus,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,1,395398209.4983175,0.002318532192428265,,910.6371395896389,0.00023617006431642286,
Filter_feeder_gelatinous,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,2,49624096.665071465,0.006947458865966244,0.005130628820826398,455.9298191608002,0.0007190713842966908,0.0005245168915300212
Filter_feeder_gelatinous,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,2,99367219.08666033,0.005188547004308838,0.004174618157369406,574.6651198741748,0.0006351091771354975,0.0005309682943232715
Filter_feeder_gelatinous,1.0,1997,10,Mediterranean Region,43.5,7.5,0.0,60.0,2,198826383.29579958,0.002472694058480009,0.001862708284713934,724.1443226318906,0.00029538741761756334,0.0002432996404824565
Crustaceans,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,49624096.665071465,0.06268868882740963,0.06445691314077583,455.9298191608002,0.007523757431483269,0.007750004683015007
Crustaceans,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,99367219.08666033,0.023123583096865175,0.020412596115243004,574.6651198741748,0.002715881232612569,0.0023223659976008503
Crustaceans,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,198826383.29579958,0.008093276931571493,0.006591588111660693,724.1443226318906,0.0008991463151655499,0.0008033478695175448
Crustaceans,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,395398209.4983175,0.006765710832679657,0.003491196180652876,910.6371395896389,0.0005692304114293268,0.0002740471039858964
Crustaceans,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,790284465.9346219,0.0022172508078874323,0.0005822354639315532,1147.0832576583095,0.00023000848883401062,9.797624228011998e-05
Detritus,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,24865171.338516008,0.029871096787973263,0.00045872495796645094,362.12981097943316,0.003773489746599972,6.38756519567929e-05
Detritus,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,49624096.665071465,0.014099039149322132,0.0005910938392462039,455.9298191608002,0.0018052476332080078,0.00011239647675643343
Detritus,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,99367219.08666033,0.004005117591512104,4.7244129215580026e-05,574.6651198741748,0.0004842268864347992,2.977392304616486e-05
Detritus,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,2,198826383.29579958,0.0013073115770255988,0.00034558906355857343,724.1443226318906,0.00015256273217610414,5.049615179824568e-05
Detritus,1.0,1997,11,Mediterranean Region,43.5,7.5,0.0,30.0,1,395398209.4983175,0.0006765990161450368,,910.6371395896389,7.266771209736087e-05,
Crustaceans,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,49624096.665071465,0.09199601615016789,,455.9298191608002,0.01092231586884342,
Crustaceans,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,99367219.08666033,0.04092768804050597,,574.6651198741748,0.004800162178571052,
Crustaceans,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,198826383.29579958,0.015888437553875458,,724.1443226318906,0.0016749440383589304,
Crustaceans,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,395398209.4983175,0.004732333552287655,,910.6371395896389,0.0004541732006085054,
Crustaceans,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,790284465.9346219,0.0018620420105698234,,1147.0832576583095,0.00016627119674747756,
Crustaceans,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,1596484088.142202,0.0007873928808347784,,1450.068963877236,6.158930400805855e-05,
Detritus,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,24865171.338516008,0.01530247921433201,,362.12981097943316,0.0020941020356539564,
Detritus,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,49624096.665071465,0.008297263439395259,,455.9298191608002,0.0010445458003467717,
Detritus,1.0,1997,12,Mediterranean Region,43.5,7.5,0.0,60.0,1,99367219.08666033,0.0014275711344995865,,574.6651198741748,0.0001473734002192867,
Crustaceans,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,49624096.665071465,0.07685479342940361,0.032975024271085514,455.9298191608002,0.009605279859710531,0.004399519233037525
Crustaceans,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,99367219.08666033,0.026474030417335682,0.0015456012774423674,574.6651198741748,0.003084314733160786,0.0002828522689385648
Crustaceans,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,198826383.29579958,0.012179405366868682,0.002505535574702898,724.1443226318906,0.0013146363091770675,0.0002616618775000004
Crustaceans,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,395398209.4983175,0.003269308650791075,0.00032120963019621914,910.6371395896389,0.0003270047044381239,5.1383831997355606e-05
Crustaceans,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,1,790284465.9346219,0.0020660468782682235,,1147.0832576583095,0.00017181356997239344,
Detritus,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,24865171.338516008,0.011236665392097781,0.0006364864106489206,362.12981097943316,0.0014371288479978132,5.8068774506175286e-05
Detritus,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,49624096.665071465,0.006516419984520152,0.0028368620220440696,455.9298191608002,0.0008628856611560289,0.0004174726279524659
Detritus,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,99367219.08666033,0.0026008102704107444,0.00025351339679103695,574.6651198741748,0.0002947468004385734,0.0
Detritus,1.0,1998,01,Mediterranean Region,43.5,7.5,0.0,60.0,2,198826383.29579958,0.0007813856635589056,0.0002247408458042378,724.1443226318906,8.76424206118045e-05,1.3771677763157911e-05
Crustaceans,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,24865171.338516008,0.19430435925965447,,362.12981097943316,0.021729388181726934,
Crustaceans,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.15653241995774975,,455.9298191608002,0.019937200276184036,
Crustaceans,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.04632942252011904,,574.6651198741748,0.005263335722117382,
Crustaceans,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.02598006756605124,,724.1443226318906,0.0026487487118234247,
Crustaceans,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,395398209.4983175,0.010494915171507925,,910.6371395896389,0.001090015681460413,
Crustaceans,1.0,1998,02,Mediterranean Region,43.5,7.5,0.0,30.0,1,790284465.9346219,0.0033981543482242043,,1147.0832576583095,0.0003657966328444506,
Crustaceans,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.5634541876630614,,455.9298191608002,0.07030247386681751,
Crustaceans,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.26926012807965616,,574.6651198741748,0.030864200674496325,
Crustaceans,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.09243057468674816,,724.1443226318906,0.009582237986890623,
Crustaceans,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,395398209.4983175,0.023538281133398984,,910.6371395896389,0.0023617006431642285,
Crustaceans,1.0,1998,03,Mediterranean Region,43.5,7.5,0.0,30.0,1,790284465.9346219,0.002804552176341227,,1147.0832576583095,0.00033254239349495506,
Crustaceans,1.0,1998,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.2167086020032955,,455.9298191608002,0.025795739765085497,
Crustaceans,1.0,1998,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.14503372800227735,,574.6651198741748,0.016371079430073904,
Crustaceans,1.0,1998,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.057803283169077985,,724.1443226318906,0.006730937902986586,
Crustaceans,1.0,1998,05,Mediterranean Region,43.5,7.5,0.0,30.0,1,395398209.4983175,0.0028888134926522546,,910.6371395896389,0.00034880501806733224,
Crustaceans,1.0,1998,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,49624096.665071465,0.10251990611364926,,455.9298191608002,0.011807909047398289,
Crustaceans,1.0,1998,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,99367219.08666033,0.07264283623737108,,574.6651198741748,0.008140625916874884,
Crustaceans,1.0,1998,06,Mediterranean Region,43.5,7.5,0.0,30.0,1,198826383.29579958,0.03874183845760489,,724.1443226318906,0.004102963690863736,
