PFT,Validation_percentage,biomass_mid,range_biomass_bin,ocean,year,month,latitude,longitude,min_depth,max_depth,n,normalized_biomass_mean,normalized_biomass_std,QC_3std_dev,QC_min_n_size_bins,QC_R2
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,07,22.5,-157.5,1.0,201.0,1,0.0005389881095179,,0,0,1
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,07,22.5,-157.5,1.0,201.0,1,0.0018207307120888,,0,0,1
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,07,22.5,-157.5,1.0,201.0,1,0.0004707793448286,,0,0,1
Rhizaria,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,07,22.5,-157.5,1.0,201.0,1,0.0001903644816476,,0,0,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0021742347563279,,0,1,0
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0013370205289615,,0,1,0
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0007526311112911,,0,1,0
Detritus,0.96,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,2,0.06708486747602804,0.029105328685044837,0,1,0
Detritus,0.96,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,2,0.0184977722321,0.010588654069183384,0,1,0
Detritus,0.96,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,2,0.00291987375030015,0.000990085015467349,0,1,0
Detritus,0.96,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0012934769020576,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,1,0.0228549727007008,,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,1,0.0072320093908302,,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,1,0.0004450275210324,,0,1,0
Rhizaria,1.0,4.772452706370237e-06,3.464069552505488e-06,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0019581024593219,,0,1,1
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.000716945000488,,0,1,1
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0005576825350305,,0,1,1
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0005268921195433,,0,1,1
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,2,0.0011536335892755,0.00044042467607963707,0,1,1
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-160.5,3.0,201.0,1,0.0005191600030714,,0,1,1
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,2,0.0005307041288780999,7.02807525558e-05,0,1,1
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,1,0.0006102596071864,,0,1,1
Rhizaria,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,22.5,-160.5,2.0,201.0,1,0.0011867828651391,,0,1,1
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0029230715556041,,0,0,0
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0022561591890766,,0,0,0
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0005779667934461,,0,0,0
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0002195343432846,,0,0,0
Crustaceans,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0002766886254362,,0,0,0
Detritus,0.9499999999999998,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0603845303513305,,0,0,0
Detritus,0.9499999999999998,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0419402180268472,,0,0,0
Detritus,0.9499999999999998,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.017695572101731,,0,0,0
Detritus,0.9499999999999998,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0060476722336766,,0,0,0
Detritus,0.9499999999999998,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0008997243463476,,0,0,0
Detritus,0.9499999999999998,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0006743359571124,,0,0,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0170691409896325,,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0075205689440202,,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0034529202560774,,0,1,0
Rhizaria,1.0,4.772452706370237e-06,3.464069552505488e-06,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0016426654614054,,0,0,1
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0008179176240986,,0,0,1
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0010646617287994,,0,0,1
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0010826575768805,,0,0,1
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0010867030650351,,0,0,1
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.001289061466485,,0,0,1
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0004931295777455,,0,0,1
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-157.5,1.0,201.0,1,0.0013137813784532,,0,0,1
Carnivorous_gelatinous,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0003869270053271,,0,1,0
Carnivorous_gelatinous,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001057594510168,,0,1,0
Carnivorous_gelatinous,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001103385845908,,0,1,0
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00253084736325035,0.0008384993647169251,0,1,0
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0029797003664922667,0.001280543688046188,0,1,0
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0017540649239573332,0.0008317384929786089,0,1,0
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.0008842169537452499,0.0005857757337108254,0,1,0
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.0003205268591860647,0.00031318128211814183,0,1,0
Crustaceans,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001106940292378,,0,1,0
Crustaceans,1.0,0.0119091384247751,0.008651464786156,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0006388976401584,,0,1,0
Crustaceans,1.0,0.049246806215375,0.0360489105808891,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001463178338437,,0,1,0
Detritus,0.9706666666666666,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.06860954565437173,0.055126913643200035,0,1,0
Detritus,0.9706666666666666,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.03553537849663017,0.029817230361828963,0,1,0
Detritus,0.9706666666666666,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0109045060260344,0.009838657997285118,0,1,0
Detritus,0.9706666666666666,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.003069624603429933,0.0007666459762127864,0,1,0
Detritus,0.9706666666666666,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00056633328065575,0.0005379379255467767,0,1,0
Detritus,0.9706666666666666,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001172133113098,,0,1,0
Filter_feeder_gelatinous,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001328298378185,,0,1,0
Filter_feeder_gelatinous,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001205647966169,,0,1,0
Filter_feeder_gelatinous,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,8.922392617100504e-05,,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.011044347147176649,0.002561609986655307,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.015778324023614933,0.01261481595850164,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,3,0.0083370335093063,0.006676455778727127,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.0012862572026917,0.0007210362668689956,0,1,0
Mesophytoplankton,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0002141896424869,,0,1,0
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0042326262185241,,0,0,0
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0040633510375634,,0,0,0
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0038028569927258,,0,0,0
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00276732973047535,0.0015377562453229893,0,0,0
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00195108990542475,0.0018001329020017414,0,0,0
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00077040009497375,0.0006309044404369194,0,0,0
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00049510531355695,0.00016390694179013054,0,0,0
Rhizaria,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.0001026753191061,,0,0,0
Rhizaria,1.0,0.0058493055645773,0.0042445487794886,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,2,0.00020034697069349998,9.881696625727302e-05,0,0,0
Rhizaria,1.0,0.0119091384247751,0.008651464786156,North Pacific Ocean,2008,08,22.5,-156.5,1.0,201.0,1,0.000106474279181,,0,0,0
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00266185246042455,4.23130144817642e-06,0,1,1
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00091731334597815,0.00032512618600258976,0,1,1
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0006681054798454,0.00019764416654594353,0,1,1
Crustaceans,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,1,0.0005606249692072,,0,1,1
Detritus,0.98,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0149160974623263,0.009339091568455792,0,1,0
Detritus,0.98,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.005748124526243,0.0019030713866535342,0,1,0
Detritus,0.98,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0024806598195632502,0.001645772024218412,0,1,0
Detritus,0.98,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00121598362124375,0.0010749379100932746,0,1,0
Mesophytoplankton,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,1,0.0087881405821988,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0096129514425043,0.00658339509214505,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.0075539414193502,0.008681661252322169,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-160.5,5.0,201.0,2,0.00086493981183215,0.0003551978404227589,0,1,0
Mesophytoplankton,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0002500988972706,,0,1,0
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0018880591277174,,0,0,1
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0004974270254564,,0,0,1
Rhizaria,1.0,0.0028780942304602,0.0020798590839583,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0013808582109545,,0,0,1
Rhizaria,1.0,0.0058493055645773,0.0042445487794886,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0007126084643552,,0,0,1
Rhizaria,1.0,0.0119091384247751,0.008651464786156,North Pacific Ocean,2008,08,23.5,-160.5,2.0,201.0,1,0.0002264797544322,,0,0,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0015008663160515,,0,0,1
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0003144150369851,,0,0,1
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0005353880173163,,0,0,1
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0003752209401855,,0,0,1
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0001669253084882,,0,0,1
Detritus,0.98,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0532081708134759,,0,1,0
Detritus,0.98,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0147533936383021,,0,1,0
Detritus,0.98,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0023390863743728,,0,1,0
Detritus,0.98,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0003946363832997,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0237024568490747,,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0158474793138908,,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0013453765201918,,0,1,0
Rhizaria,1.0,4.772452706370237e-06,3.464069552505488e-06,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0025571236558207,,0,0,1
Rhizaria,1.0,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0011107468047833,,0,0,1
Rhizaria,1.0,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0008236539453885,,0,0,1
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0005777208937381,,0,0,1
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0008882203555193,,0,0,1
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0004174561397651,,0,0,1
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0005344982587776,,0,0,1
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0008905280248881,,0,0,1
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0004510440841504,,0,0,1
Rhizaria,1.0,0.0058493055645773,0.0042445487794886,North Pacific Ocean,2008,08,23.5,-159.5,2.0,201.0,1,0.0004364125561186,,0,0,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0022915967213552333,0.0006796400074846081,0,1,1
Crustaceans,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.00183382919931875,0.0010027043100699282,0,1,1
Crustaceans,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0012801286123936002,0.0008675856136410052,0,1,1
Crustaceans,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,3,0.0005188432186994667,0.00019754994022327222,0,1,1
Crustaceans,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,1,0.00152074347906,,0,1,1
Detritus,0.96,9.723094642062492e-06,7.075152891036358e-06,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.06556545809279297,0.018137516535515742,0,1,0
Detritus,0.96,1.9684653594912374e-05,1.40241263173338e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.03484458488360548,0.007633265800165249,0,1,0
Detritus,0.96,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,4,0.0132216881776737,0.00457144782409015,0,1,0
Detritus,0.96,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,3,0.0026744714457879334,0.0022652709628251115,0,1,0
Detritus,0.96,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0009922667522684334,0.0004129363353736012,0,1,0
Detritus,0.96,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002640248489339,,0,1,0
Detritus,0.96,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002356910800432,,0,1,0
Detritus,0.96,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0002396743402089,,0,1,0
Mesophytoplankton,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0198412272960398,0.007964510183952988,0,1,0
Mesophytoplankton,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0061279240668316,0.0024466256295221354,0,1,0
Mesophytoplankton,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0016362269958654335,0.0011665472997065877,0,1,0
Mesophytoplankton,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,2,0.0007639418801945999,0.0004678833011850547,0,1,0
Rhizaria,1.0,4.005862065482949e-05,2.959033661667364e-05,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,1,0.0014634480008421,,0,1,1
Rhizaria,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,23.5,-157.5,2.0,201.0,1,0.0018242881347689,,0,1,1
Rhizaria,1.0,0.0001681158566504,0.0001211096971779,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,2,0.00056148547094315,5.2872666968508e-05,0,1,1
Rhizaria,1.0,0.0003408275417878,0.0002462995309007,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0015796663256225335,0.0015043726829845141,0,1,1
Rhizaria,1.0,0.0006926821282087,0.0005026448096107,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,3,0.0009486807856158001,0.00033287186111202385,0,1,1
Rhizaria,1.0,0.0014129461507528,0.0010320911857739,North Pacific Ocean,2008,08,23.5,-157.5,1.0,201.0,2,0.0003817253731235,6.464117181311734e-05,0,1,1
Crustaceans,1.0,8.24170470390863e-05,6.0635671359454776e-05,North Pacific Ocean,2008,08,24.5,-158.5,2.0,201.0,2,0.00327214514959695,0.0006119441266786458,0,1,1
